Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Nucleus: Area µm^2	Nucleus: Length µm	Nucleus: Circularity	Nucleus: Solidity	Nucleus: Max diameter µm	Nucleus: Min diameter µm	Cell: Area µm^2	Cell: Length µm	Cell: Circularity	Cell: Solidity	Cell: Max diameter µm	Cell: Min diameter µm	Nucleus/Cell area ratio	Hematoxylin: Nucleus: Mean	Hematoxylin: Nucleus: Median	Hematoxylin: Nucleus: Min	Hematoxylin: Nucleus: Max	Hematoxylin: Nucleus: Std.Dev.	Hematoxylin: Cytoplasm: Mean	Hematoxylin: Cytoplasm: Median	Hematoxylin: Cytoplasm: Min	Hematoxylin: Cytoplasm: Max	Hematoxylin: Cytoplasm: Std.Dev.	Hematoxylin: Membrane: Mean	Hematoxylin: Membrane: Median	Hematoxylin: Membrane: Min	Hematoxylin: Membrane: Max	Hematoxylin: Membrane: Std.Dev.	Hematoxylin: Cell: Mean	Hematoxylin: Cell: Median	Hematoxylin: Cell: Min	Hematoxylin: Cell: Max	Hematoxylin: Cell: Std.Dev.	Eosin: Nucleus: Mean	Eosin: Nucleus: Median	Eosin: Nucleus: Min	Eosin: Nucleus: Max	Eosin: Nucleus: Std.Dev.	Eosin: Cytoplasm: Mean	Eosin: Cytoplasm: Median	Eosin: Cytoplasm: Min	Eosin: Cytoplasm: Max	Eosin: Cytoplasm: Std.Dev.	Eosin: Membrane: Mean	Eosin: Membrane: Median	Eosin: Membrane: Min	Eosin: Membrane: Max	Eosin: Membrane: Std.Dev.	Eosin: Cell: Mean	Eosin: Cell: Median	Eosin: Cell: Min	Eosin: Cell: Max	Eosin: Cell: Std.Dev.
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	d2ab5c20-392b-4174-8f88-048a4b5ea97e	PathCellObject		PathAnnotationObject	Polygon	6891.1	14059.7	0.8953	47.8021	25.2421	0.9428	0.9978	9.3074	6.6685	107.7997	37.8487	0.9456	1	13.9602	10.0024	0.4435	0.6999	0.6813	0.3295	1.3045	0.1844	0.4279	0.3931	0.1658	0.9696	0.1587	0.4096	0.3588	0.1912	0.9696	0.1843	0.548	0.5147	0.1658	1.3045	0.2175	0.1945	0.1811	0.0782	0.3845	0.0626	0.2802	0.2779	0.0852	0.4905	0.0757	0.2905	0.2999	0.0902	0.4892	0.0941	0.2423	0.2375	0.0782	0.4905	0.0821
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	2547666b-5307-4573-adce-c1bd3a30336e	PathCellObject		PathAnnotationObject	Polygon	6997.3	14172.4	0.8943	17.1339	14.8191	0.9804	1	4.9169	4.4652	38.554	22.2297	0.9804	1	7.3754	6.6983	0.4444	1.5501	1.6641	0.5079	2.3842	0.4334	0.4973	0.447	0.1826	1.4121	0.2496	0.45	0.3973	0.1826	1.1881	0.2432	0.9671	0.7558	0.1826	2.3842	0.6264	0.2933	0.2947	0.0599	0.5008	0.0967	0.3129	0.2979	0.0687	0.568	0.1436	0.3557	0.3353	0.1362	0.5608	0.127	0.3041	0.2951	0.0599	0.568	0.1252
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	ae5c73e6-c96d-466a-95b5-9dbb4e684a19	PathCellObject		PathAnnotationObject	Polygon	7062.6	14196	0.892	21.4553	16.5958	0.9789	1	5.6987	4.8797	48.279	24.8947	0.9789	1	8.5477	7.3203	0.4444	0.804	0.7995	0.4222	1.1269	0.1154	0.3994	0.3776	0.2281	0.728	0.1039	0.3768	0.3607	0.2281	0.728	0.1049	0.5794	0.5412	0.2281	1.1269	0.2288	0.2427	0.2367	0.0935	0.4173	0.0607	0.3097	0.295	0.0315	0.8391	0.1254	0.4009	0.3613	0.1812	0.8391	0.1524	0.2799	0.2622	0.0315	0.8391	0.107
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	721e75d5-b120-4949-ba62-70c3a18f0f57	PathCellObject		PathAnnotationObject	Polygon	7005.7	14067.7	0.8815	43.1588	23.5195	0.9804	0.9987	7.9584	7.1427	97.239	35.2749	0.982	1	11.938	10.7147	0.4439	0.7937	0.7972	0.4925	1.1891	0.1338	0.4145	0.3715	0.1328	1.1518	0.1877	0.3525	0.3049	0.1329	0.6869	0.1428	0.5836	0.5997	0.1328	1.1891	0.2511	0.1932	0.1908	0.1004	0.2994	0.036	0.206	0.2087	0.0502	0.3513	0.0617	0.2138	0.2268	0.0502	0.3266	0.0652	0.2003	0.1984	0.0502	0.3513	0.0522
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	f83edb25-7a7e-40a7-98b3-b8c2c001c26a	PathCellObject		PathAnnotationObject	Polygon	7017.7	14168.5	0.8773	50.2959	25.6038	0.9641	0.9978	9.1161	7.1608	113.4162	38.392	0.9669	1	13.6733	10.7403	0.4435	1.0591	1.0508	0.4419	1.5549	0.1778	0.4345	0.4047	0.0912	1.1084	0.1735	0.3065	0.2984	0.0912	0.6103	0.107	0.7103	0.6545	0.0912	1.5549	0.3563	0.2591	0.254	0.0893	0.5499	0.0643	0.2398	0.2425	0.0156	0.4545	0.1011	0.2073	0.1811	0.0156	0.4361	0.1123	0.2483	0.2499	0.0156	0.5499	0.0873
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	30a80a80-5ba4-4127-8c23-2d6970b9fb4b	PathCellObject		PathAnnotationObject	Polygon	6992.4	14107.7	0.8763	24.3686	17.9782	0.9474	0.9948	6.268	5.0287	55.1125	26.9432	0.954	1	9.4023	7.5426	0.4421	1.2858	1.347	0.3135	2.055	0.5264	0.3186	0.3191	0.1446	0.6508	0.0856	0.3121	0.3168	0.1657	0.4813	0.087	0.7478	0.4062	0.1446	2.055	0.5983	0.2579	0.2576	0.0509	0.5029	0.0922	0.2354	0.2202	0.0633	0.4805	0.106	0.2853	0.2637	0.0725	0.4805	0.1173	0.2454	0.238	0.0509	0.5029	0.1007
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	fa18b03b-473e-461f-bcae-86ed3ae69907	PathCellObject		PathAnnotationObject	Polygon	7034.9	14196.2	0.8762	26.94	19.1059	0.9274	0.9966	6.9177	4.967	60.8227	28.6429	0.9316	1	10.3759	7.4501	0.443	1.1096	1.0927	0.6458	1.6531	0.233	0.5354	0.5129	0.202	1.2242	0.2022	0.4605	0.4208	0.202	1.1207	0.2027	0.7876	0.7395	0.202	1.6531	0.3578	0.3469	0.3451	0.1979	0.5297	0.0647	0.3286	0.3235	0.0803	0.5806	0.1112	0.3382	0.3132	0.0833	0.5702	0.1181	0.3366	0.3382	0.0803	0.5806	0.0941
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	a4269693-abb8-4cd1-b375-7daa23b2f086	PathCellObject		PathAnnotationObject	Polygon	6944	14016	0.875	24.4913	17.9667	0.9534	0.9967	6.236	5.0833	55.2907	26.9264	0.9583	1	9.3544	7.6242	0.443	1.4015	1.4845	0.4777	1.8906	0.3136	0.3378	0.3007	0.0914	0.9975	0.1698	0.243	0.2519	0.0914	0.398	0.0892	0.8087	0.5776	0.0914	1.8906	0.5822	0.284	0.2902	0.0729	0.481	0.0659	0.1781	0.1837	-0.0071	0.3592	0.0741	0.1687	0.1835	-0.0071	0.3179	0.0932	0.225	0.2293	-0.0071	0.481	0.088
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	b394a2e8-745c-4136-8eca-e9a43cade068	PathCellObject		PathAnnotationObject	Polygon	6995.1	14080	0.8749	49.7226	25.2488	0.9801	1	8.6163	7.371	111.8786	37.8735	0.9801	1	12.9241	11.0575	0.4444	0.8329	0.8099	0.4659	1.5281	0.1833	0.4386	0.4106	0.24	1.0042	0.1141	0.4329	0.4122	0.2693	0.786	0.1068	0.6141	0.5566	0.24	1.5281	0.2462	0.2242	0.2234	0.0657	0.3756	0.0591	0.2765	0.2749	0.1494	0.4549	0.048	0.2986	0.2964	0.1882	0.4549	0.0543	0.2532	0.2533	0.0657	0.4549	0.0592
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	e8f6f280-bf65-4386-9bba-f9fca6f3c014	PathCellObject		PathAnnotationObject	Polygon	6870.8	14016.8	0.8748	26.3357	18.6635	0.9501	0.999	6.5719	5.2892	59.3147	27.9887	0.9515	1	9.8581	7.9335	0.444	1.0606	1.0338	0.4033	1.8858	0.2948	0.369	0.3506	0.1924	0.7689	0.0929	0.3351	0.3365	0.1924	0.4495	0.0574	0.6755	0.481	0.1924	1.8858	0.4017	0.3425	0.3195	0.1166	0.5741	0.1219	0.3652	0.3519	0.1494	0.6025	0.1175	0.4093	0.4221	0.188	0.6025	0.1116	0.3551	0.3373	0.1166	0.6025	0.1199
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	f0c989ad-367b-4976-9443-a00cc2244f92	PathCellObject		PathAnnotationObject	Polygon	6899.6	14072	0.8746	16.5007	14.6874	0.9612	0.9984	4.995	4.1835	37.1829	22.0172	0.9639	1	7.4918	6.2763	0.4437	1.5588	1.6613	0.5073	2.4235	0.4741	0.5236	0.4676	0.1668	1.3458	0.2744	0.394	0.3044	0.1668	0.9557	0.2306	0.9846	0.824	0.1668	2.4235	0.6377	0.2267	0.2163	-0.0261	0.5932	0.115	0.197	0.1904	0.0211	0.4685	0.1076	0.2163	0.2135	0.0407	0.4685	0.115	0.2102	0.2024	-0.0261	0.5932	0.1118
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	9482be6a-191a-41ad-a33b-2a109055637d	PathCellObject		PathAnnotationObject	Polygon	7069.7	14003.9	0.8733	45.3885	24.3499	0.962	0.9986	8.5847	6.6415	102.2607	36.5138	0.9638	1	12.8756	9.9627	0.4438	0.5579	0.5392	0.3086	0.8944	0.1258	0.368	0.3491	0.1481	0.8321	0.103	0.3436	0.3386	0.1681	0.6592	0.0802	0.4521	0.4228	0.1481	0.8944	0.1477	0.543	0.5706	0.1903	0.7797	0.1405	0.3721	0.3015	0.1178	0.8297	0.1822	0.3386	0.2864	0.1233	0.8297	0.1708	0.4477	0.4607	0.1178	0.8297	0.1856
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	ea1c1654-a813-41a3-9cb9-2e51a2633dc9	PathCellObject		PathAnnotationObject	Polygon	7050.6	13997.4	0.8704	66.3335	29.3231	0.9694	0.9988	10.2904	8.2657	149.4263	43.975	0.971	1	15.4346	12.3973	0.4439	0.8004	0.8159	0.1407	1.5549	0.2739	0.4065	0.376	0.1066	1.0394	0.1829	0.3535	0.2629	0.1066	0.8747	0.2087	0.5811	0.5428	0.1066	1.5549	0.3002	0.1764	0.1789	-0.0269	0.5369	0.0869	0.2123	0.2187	0.0207	0.3729	0.0822	0.1832	0.1788	0.0211	0.3455	0.0854	0.1964	0.1973	-0.0269	0.5369	0.0862
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	1674c0ae-5ba5-4ac7-8bcc-838df4063d1a	PathCellObject		PathAnnotationObject	Polygon	6899.7	14006.4	0.87	24.8635	18.6578	0.8975	0.9941	6.9939	4.6441	56.2726	27.9621	0.9044	1	10.492	6.9653	0.4418	1.1085	1.1497	0.2982	1.6161	0.3068	0.3639	0.326	0.1008	1.1652	0.1727	0.2751	0.269	0.103	0.5215	0.0925	0.6971	0.5447	0.1008	1.6161	0.4424	0.2688	0.282	-0.0094	0.4888	0.087	0.2179	0.2057	-0.0087	0.5634	0.1421	0.2234	0.2083	0.0094	0.5634	0.1625	0.2407	0.2588	-0.0094	0.5634	0.1232
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	3ab3ce70-15a4-4ec2-a5f2-951e4b022347	PathCellObject		PathAnnotationObject	Polygon	7031.1	14072.5	0.8698	21.5835	16.8051	0.9604	0.9971	5.9489	4.6231	48.7038	25.1813	0.9652	1	8.9223	6.9341	0.4431	1.3956	1.4565	0.5998	2.0291	0.3726	0.4285	0.413	0.116	0.8714	0.1598	0.3189	0.2663	0.116	0.6893	0.1465	0.8574	0.6471	0.116	2.0291	0.5539	0.2636	0.2561	0.0874	0.5909	0.0801	0.2616	0.1901	0.0125	0.8766	0.1953	0.2555	0.1773	0.0125	0.8766	0.2366	0.2624	0.2289	0.0125	0.8766	0.1551
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	f66c0325-b045-45d3-9b4d-145a37a043aa	PathCellObject		PathAnnotationObject	Polygon	7045.9	14031.6	0.8678	17.4209	14.985	0.9749	1	5.2007	4.472	39.195	22.4774	0.9749	1	7.8027	6.7063	0.4444	0.8084	0.7937	0.4406	1.3878	0.1995	0.4552	0.4384	0.1886	0.8275	0.1194	0.3645	0.3718	0.1886	0.5307	0.0781	0.6135	0.5595	0.1886	1.3878	0.2378	0.2284	0.2299	0.0516	0.4607	0.0887	0.3274	0.3348	0.1241	0.4837	0.071	0.3261	0.3412	0.1241	0.457	0.076	0.2831	0.2942	0.0516	0.4837	0.0934
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	d290ab43-86cf-4887-a889-e7b11e048eff	PathCellObject		PathAnnotationObject	Polygon	7058.8	14076.5	0.8675	20.2477	16.1314	0.9778	1	5.5669	4.7971	45.5576	24.197	0.9778	1	8.3505	7.1965	0.4444	1.5352	1.5871	0.4595	2.3146	0.4931	0.4774	0.4707	0.0971	1.0939	0.1879	0.3535	0.3888	0.0971	0.5802	0.1307	0.9507	0.6919	0.0971	2.3146	0.6364	0.3709	0.3703	0.1654	0.6023	0.0783	0.2747	0.2813	0.0078	0.5336	0.1044	0.2406	0.2314	0.0078	0.5218	0.1311	0.3178	0.324	0.0078	0.6023	0.1051
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	6e978ce4-3b43-482d-8d67-78c76478c1e5	PathCellObject		PathAnnotationObject	Polygon	7009.4	14094.2	0.8673	21.7922	17.1208	0.9343	0.997	6.1299	4.6548	49.1767	25.6679	0.938	1	9.1958	6.9816	0.4431	1.3886	1.4496	0.4995	2.0882	0.3907	0.3436	0.3019	0.0497	1.0242	0.2046	0.2926	0.1943	0.0497	0.9698	0.2321	0.8059	0.6106	0.0497	2.0882	0.6004	0.2805	0.2859	0.0125	0.4797	0.0783	0.1354	0.1119	-0.0364	0.5801	0.1183	0.1315	0.0853	-0.0039	0.5801	0.1244	0.1996	0.203	-0.0364	0.5801	0.1253
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	c4e243d6-91d3-4ada-86ac-966e5a734beb	PathCellObject		PathAnnotationObject	Polygon	6982.7	14034	0.8658	39.1558	24.7141	0.8056	0.9846	10.0114	5.1511	89.479	36.9815	0.8222	1	15.017	7.7256	0.4376	0.9124	0.9372	0.4061	1.4496	0.2201	0.4785	0.4496	0.1137	1.3692	0.2275	0.4968	0.4846	0.1342	1.3692	0.2614	0.6674	0.63	0.1137	1.4496	0.3108	0.229	0.2278	0.125	0.3364	0.0422	0.2254	0.2406	0.0326	0.3831	0.0876	0.2261	0.2424	0.0326	0.3787	0.099	0.227	0.2322	0.0326	0.3831	0.0715
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	c15fcf1a-f14f-4623-b76b-b6d63e9167a2	PathCellObject		PathAnnotationObject	Polygon	6903.8	14074.4	0.8652	20.8831	16.4274	0.9724	1	5.6305	4.8823	46.991	24.6421	0.9725	1	8.4466	7.3234	0.4444	1.0573	1.0725	0.4798	1.525	0.2196	0.6125	0.5039	0.1659	2.0121	0.3681	0.5693	0.4188	0.1659	2.0121	0.4681	0.8095	0.8001	0.1659	2.0121	0.3816	0.3043	0.3016	0.1564	0.4207	0.0458	0.2703	0.2748	0.0705	0.4567	0.0791	0.2781	0.2806	0.0705	0.4567	0.1026	0.2854	0.2893	0.0705	0.4567	0.0686
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	86d98baf-909a-485f-986f-df30e095f8bb	PathCellObject		PathAnnotationObject	Polygon	6919.3	14161.3	0.8648	25.0221	17.8879	0.9827	1	6.1016	5.3065	56.296	26.8312	0.9827	1	9.1527	7.9595	0.4445	1.2757	1.3478	0.5791	1.8388	0.3111	0.4617	0.4518	0.096	1.076	0.2202	0.3413	0.2896	0.096	0.616	0.1598	0.8222	0.7326	0.096	1.8388	0.4831	0.2426	0.2435	0.1124	0.4106	0.0486	0.2002	0.1668	0.0231	0.4909	0.1247	0.2208	0.1886	0.0231	0.4756	0.1399	0.219	0.2241	0.0231	0.4909	0.1007
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	2fdd36d5-a830-49d5-8280-464b091919b0	PathCellObject		PathAnnotationObject	Polygon	7006.8	14016.1	0.8647	38.0291	22.1333	0.9755	0.9982	7.6585	6.4075	85.7202	33.1838	0.9782	1	11.4875	9.6105	0.4436	0.9275	0.9151	0.4839	1.3848	0.1801	0.4386	0.3887	0.0941	1.0555	0.2179	0.4004	0.3528	0.0941	1.0555	0.2507	0.654	0.6728	0.0941	1.3848	0.3159	0.2357	0.244	0.0818	0.4375	0.062	0.2196	0.2416	-0.0138	0.4145	0.0921	0.2192	0.2513	-0.0054	0.4145	0.1151	0.2267	0.2425	-0.0138	0.4375	0.0806
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	176071b7-cc78-4468-a150-93975f70c436	PathCellObject		PathAnnotationObject	Polygon	7005.7	14167.3	0.8642	21.1167	16.9372	0.925	0.9987	6.3853	4.3107	47.5738	25.3995	0.9267	1	9.5776	6.4669	0.4439	0.9632	0.9295	0.4909	1.4842	0.2092	0.5222	0.4941	0.3052	1.1275	0.1603	0.4259	0.4055	0.3168	0.629	0.0846	0.7164	0.6824	0.3052	1.4842	0.2856	0.2429	0.2376	0.0713	0.4773	0.0837	0.355	0.3752	0.0931	0.5417	0.0848	0.3706	0.3816	0.2336	0.5087	0.0709	0.3056	0.3051	0.0713	0.5417	0.101
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	4a3ac7b9-c7bb-4b78-9469-028ee12278d6	PathCellObject		PathAnnotationObject	Polygon	7077.2	14081	0.8641	33.2629	21.0198	0.946	0.9984	7.6863	5.6114	74.9594	31.5188	0.9482	1	11.5288	8.4157	0.4437	0.8238	0.8122	0.4439	1.1526	0.1262	0.4163	0.4191	0.0869	0.7098	0.1287	0.3404	0.354	0.0869	0.5305	0.1111	0.596	0.5678	0.0869	1.1526	0.2392	0.3125	0.3157	0.1404	0.4103	0.041	0.2827	0.3059	0.0393	0.5352	0.1014	0.2809	0.3086	0.0393	0.4778	0.1146	0.2958	0.3118	0.0393	0.5352	0.0819
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	5265cb99-71c2-4c3e-b219-e827ad42df3f	PathCellObject		PathAnnotationObject	Polygon	6994.4	14202.5	0.864	29.6918	20.236	0.9112	0.9977	7.7379	5.1855	66.9465	30.3371	0.9141	1	11.6063	7.778	0.4435	1.1884	1.2554	0.3522	1.6064	0.2536	0.5823	0.527	0.1393	1.4772	0.3162	0.4738	0.3805	0.1393	0.9699	0.2256	0.8524	0.8786	0.1393	1.6064	0.4181	0.4236	0.4172	0.1464	0.7339	0.0876	0.3107	0.3523	-0.0122	0.5226	0.1319	0.2697	0.2941	-0.0122	0.469	0.1314	0.361	0.3895	-0.0122	0.7339	0.1273
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	7cc8f76c-fed0-4628-9a06-783bf8994c80	PathCellObject		PathAnnotationObject	Polygon	7089.8	14183	0.8636	48.1411	24.7919	0.9843	0.9986	8.3724	7.5082	108.4652	37.1782	0.9861	1	12.5577	11.2624	0.4438	0.877	0.8912	0.4305	1.3057	0.1785	0.4994	0.4772	0.0687	1.5206	0.2582	0.4712	0.3824	0.072	1.5206	0.3948	0.668	0.6632	0.0687	1.5206	0.2939	0.2318	0.2376	0.0733	0.4061	0.0702	0.2411	0.2545	-0.0086	0.4438	0.0992	0.2287	0.253	-0.0086	0.4438	0.126	0.237	0.2462	-0.0086	0.4438	0.0876
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	583f7e2e-dd4e-4a37-8a72-1b0e420e049c	PathCellObject		PathAnnotationObject	Polygon	6898	14033.7	0.8625	45.2336	24.2044	0.9702	0.9979	8.3457	7.0882	101.9795	36.2931	0.9729	1	12.5175	10.6322	0.4435	0.8285	0.8148	0.5433	1.1478	0.1236	0.5433	0.5046	0.1568	1.0994	0.1978	0.5085	0.4587	0.1686	1.0635	0.2105	0.67	0.7039	0.1568	1.1478	0.2204	0.295	0.2937	0.1772	0.4242	0.0422	0.3066	0.3105	0.1008	0.4657	0.0641	0.3052	0.3079	0.1106	0.4657	0.0758	0.3015	0.3008	0.1008	0.4657	0.0557
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	4567f6f6-d053-436f-9a87-dba9ef920962	PathCellObject		PathAnnotationObject	Polygon	7069.7	14087.3	0.8617	76.0285	31.1927	0.9819	0.9991	10.5437	9.2078	171.2213	46.7846	0.983	1	15.8149	13.8112	0.444	0.7027	0.6577	0.3271	1.3437	0.2024	0.3701	0.3667	0.0983	0.8864	0.1466	0.3316	0.3208	0.1106	0.8011	0.1372	0.5178	0.4819	0.0983	1.3437	0.2397	0.2803	0.2675	0.1155	0.6148	0.0903	0.2323	0.2538	-0.0023	0.391	0.0869	0.213	0.2442	0.0045	0.3618	0.0958	0.2537	0.2597	-0.0023	0.6148	0.0916
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	9106ac65-9242-40ba-9ab9-3f384d6740ec	PathCellObject		PathAnnotationObject	Polygon	7004.4	14092.4	0.8611	11.9893	12.4101	0.9783	1	4.3009	3.6676	26.9779	18.6157	0.9783	1	6.4511	5.5019	0.4444	0.9935	1.0096	0.3942	1.4529	0.264	0.4563	0.4619	0.1519	0.8769	0.1564	0.3872	0.3917	0.1519	0.8769	0.1606	0.6909	0.6012	0.1519	1.4529	0.3395	0.1779	0.1817	0.0479	0.3276	0.0711	0.1717	0.1558	0.0172	0.4141	0.0927	0.1739	0.1624	0.0172	0.4096	0.1086	0.1744	0.1732	0.0172	0.4141	0.084
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	0478ab59-9316-413d-be26-fc03daa14c15	PathCellObject		PathAnnotationObject	Polygon	7030.8	14150.5	0.8606	36.5888	23.5993	0.8256	0.996	9.5402	4.8315	82.6574	35.3736	0.8301	1	14.3103	7.2472	0.4427	0.8705	0.8414	0.3437	1.6743	0.2673	0.5015	0.3914	0.1963	1.3983	0.2648	0.4398	0.3619	0.2489	1.0629	0.213	0.6652	0.5871	0.1963	1.6743	0.3229	0.2276	0.2342	0.087	0.3846	0.0647	0.2992	0.3007	0.1467	0.4995	0.0565	0.3219	0.3188	0.1927	0.4995	0.0542	0.2675	0.2729	0.087	0.4995	0.07
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	a62b08ea-c16e-462b-bcdd-971b19a83298	PathCellObject		PathAnnotationObject	Polygon	7084.5	14113.2	0.8602	38.6736	22.8105	0.934	0.9989	8.471	5.9479	87.1175	34.2026	0.9358	1	12.7057	8.9218	0.4439	0.9823	0.989	0.4283	1.504	0.182	0.4581	0.4318	0.0913	1.0415	0.2165	0.3334	0.2959	0.0913	0.9334	0.247	0.6925	0.7056	0.0913	1.504	0.3296	0.2635	0.26	0.0729	0.5144	0.0766	0.2774	0.29	0.003	0.6276	0.1443	0.2	0.1928	0.003	0.6276	0.1749	0.2712	0.2713	0.003	0.6276	0.119
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	9ff2f344-4d79-4f86-8abf-bbf35c7fc89d	PathCellObject		PathAnnotationObject	Polygon	6919.9	14154.3	0.8594	11.2718	12.2258	0.9477	1	4.4297	3.1979	25.3634	18.3396	0.9476	1	6.6436	4.7962	0.4444	1.0547	1.1123	0.4757	1.4318	0.2535	0.4547	0.4587	0.1291	0.7759	0.132	0.3644	0.3917	0.1291	0.5178	0.1007	0.7276	0.6035	0.1291	1.4318	0.3579	0.1536	0.1534	0.0251	0.279	0.064	0.1677	0.1535	0.0114	0.4065	0.0914	0.2021	0.1921	0.0434	0.4065	0.1002	0.1613	0.1534	0.0114	0.4065	0.0804
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	eb6cfd04-98d1-4d4a-a0ed-a16416fa76d8	PathCellObject		PathAnnotationObject	Polygon	7041.8	14006.2	0.857	50.4101	25.6027	0.9664	0.9995	9.0964	7.0704	113.475	38.401	0.967	1	13.6453	10.6042	0.4442	0.6485	0.6446	0.315	1.1358	0.1291	0.3455	0.3014	0.1423	0.6821	0.1279	0.3409	0.2908	0.143	0.6821	0.1362	0.4792	0.4867	0.1423	1.1358	0.1978	0.3101	0.3072	0.1871	0.4465	0.0443	0.2316	0.2169	0.0618	0.4045	0.0778	0.2208	0.2093	0.0649	0.4045	0.0775	0.2662	0.2753	0.0618	0.4465	0.076
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	03b4025b-dd22-4d11-85f8-30e0be8db93e	PathCellObject		PathAnnotationObject	Polygon	6905.4	14197	0.8567	12.7155	12.9104	0.9587	1	4.5525	3.5882	28.6072	19.3641	0.9587	1	6.828	5.3831	0.4444	0.6906	0.6918	0.4837	0.9827	0.1172	0.5305	0.4833	0.2604	0.9934	0.174	0.4797	0.4097	0.2604	0.9409	0.1927	0.6028	0.5995	0.2604	0.9934	0.1706	0.2751	0.2743	0.208	0.3665	0.0374	0.256	0.2615	0.1518	0.3463	0.0407	0.2585	0.2758	0.1518	0.3463	0.0524	0.2646	0.2671	0.1518	0.3665	0.0403
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	bc895688-27ac-4b43-87dd-ce23825d244d	PathCellObject		PathAnnotationObject	Polygon	7039.9	13991.7	0.8559	46.1624	27.9474	0.7427	0.9926	11.8807	4.9417	104.6402	41.8701	0.7501	1	17.8214	7.4123	0.4412	1.0429	1.0519	0.5323	1.4661	0.1873	0.5049	0.463	0.1016	1.1987	0.2489	0.4442	0.3985	0.1224	1.1174	0.2142	0.7426	0.7737	0.1016	1.4661	0.3485	0.3302	0.3215	0.1473	0.6725	0.0775	0.2798	0.3015	0.0245	0.4557	0.098	0.2645	0.2836	0.0245	0.4107	0.0894	0.302	0.3104	0.0245	0.6725	0.093
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	a2c1b442-6c63-46cf-b07b-2290cc0117a2	PathCellObject		PathAnnotationObject	Polygon	6992.7	14057.8	0.8552	26.5009	18.5677	0.9659	0.9971	6.3516	5.4595	59.8022	27.8312	0.9702	1	9.5275	8.1892	0.4431	0.7532	0.7454	0.4128	1.1613	0.1401	0.3477	0.3252	0.1043	0.8068	0.1351	0.2735	0.2653	0.1043	0.6098	0.1194	0.5272	0.4966	0.1043	1.1613	0.2438	0.2014	0.1973	0.045	0.3368	0.0733	0.1363	0.1056	0.0216	0.3767	0.081	0.1694	0.1507	0.0216	0.3767	0.0977	0.1651	0.149	0.0216	0.3767	0.0841
