Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Nucleus: Area µm^2	Nucleus: Length µm	Nucleus: Circularity	Nucleus: Solidity	Nucleus: Max diameter µm	Nucleus: Min diameter µm	Cell: Area µm^2	Cell: Length µm	Cell: Circularity	Cell: Solidity	Cell: Max diameter µm	Cell: Min diameter µm	Nucleus/Cell area ratio	Hematoxylin: Nucleus: Mean	Hematoxylin: Nucleus: Median	Hematoxylin: Nucleus: Min	Hematoxylin: Nucleus: Max	Hematoxylin: Nucleus: Std.Dev.	Hematoxylin: Cytoplasm: Mean	Hematoxylin: Cytoplasm: Median	Hematoxylin: Cytoplasm: Min	Hematoxylin: Cytoplasm: Max	Hematoxylin: Cytoplasm: Std.Dev.	Hematoxylin: Membrane: Mean	Hematoxylin: Membrane: Median	Hematoxylin: Membrane: Min	Hematoxylin: Membrane: Max	Hematoxylin: Membrane: Std.Dev.	Hematoxylin: Cell: Mean	Hematoxylin: Cell: Median	Hematoxylin: Cell: Min	Hematoxylin: Cell: Max	Hematoxylin: Cell: Std.Dev.	Eosin: Nucleus: Mean	Eosin: Nucleus: Median	Eosin: Nucleus: Min	Eosin: Nucleus: Max	Eosin: Nucleus: Std.Dev.	Eosin: Cytoplasm: Mean	Eosin: Cytoplasm: Median	Eosin: Cytoplasm: Min	Eosin: Cytoplasm: Max	Eosin: Cytoplasm: Std.Dev.	Eosin: Membrane: Mean	Eosin: Membrane: Median	Eosin: Membrane: Min	Eosin: Membrane: Max	Eosin: Membrane: Std.Dev.	Eosin: Cell: Mean	Eosin: Cell: Median	Eosin: Cell: Min	Eosin: Cell: Max	Eosin: Cell: Std.Dev.
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	70cb3fbc-ec76-446d-8d78-d1106b44fcf9	PathCellObject		PathAnnotationObject	Polygon	6391	7044	0.761	24.1444	18.8844	0.8508	0.9938	7.529	4.0923	54.6664	28.3046	0.8575	1	11.2935	6.138	0.4417	0.8782	0.7907	0.5115	1.5734	0.222	0.5179	0.4885	0.2164	1.097	0.1908	0.4902	0.3935	0.2164	1.097	0.2444	0.6762	0.6979	0.2164	1.5734	0.2721	0.3041	0.3005	0.1637	0.6184	0.0651	0.2961	0.2996	0.1297	0.4254	0.0563	0.3052	0.3058	0.1297	0.4254	0.0598	0.2996	0.2998	0.1297	0.6184	0.0604
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	2eb56fe9-0390-49b4-8b0a-3115836aaa72	PathCellObject		PathAnnotationObject	Polygon	6291	7043.3	0.7606	83.4428	33.2111	0.9507	0.9983	12.2143	8.8367	188.0647	49.8018	0.9529	1	18.3205	13.2557	0.4437	0.7651	0.7396	0.1957	1.4443	0.235	0.3649	0.3562	0.0536	0.8783	0.1508	0.3591	0.3321	0.0536	0.8783	0.1729	0.5426	0.4799	0.0536	1.4443	0.277	0.3171	0.3209	0.1067	0.6785	0.0805	0.2658	0.2921	0.0089	0.5846	0.1005	0.3008	0.3116	0.0627	0.5846	0.0872	0.2886	0.3054	0.0089	0.6785	0.0956
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	ed494569-3ee4-460b-bcfc-403484011b27	PathCellObject		PathAnnotationObject	Polygon	6369.9	7117.5	0.7605	17.6824	15.4451	0.9315	0.9983	5.5837	4.096	39.8564	23.1643	0.9334	1	8.3756	6.1437	0.4437	0.7681	0.7347	0.4197	1.2145	0.1741	0.3592	0.3469	0.1614	0.7765	0.1184	0.2719	0.2533	0.1614	0.5057	0.0734	0.5413	0.5024	0.1614	1.2145	0.2502	0.5194	0.4603	0.1557	0.9494	0.2414	0.4613	0.399	0.1373	0.9803	0.2063	0.4272	0.375	0.1397	0.8129	0.1759	0.4871	0.4129	0.1373	0.9803	0.2243
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	224fbe94-75c9-4aeb-aeac-d99e05611f52	PathCellObject		PathAnnotationObject	Polygon	6443.5	7025.6	0.7599	17.9859	17.1117	0.7719	0.9904	7.0755	3.2382	40.846	25.616	0.7822	1	10.6139	4.8459	0.4404	0.9398	0.9368	0.4779	1.4464	0.2235	0.5809	0.4802	0.2391	1.4505	0.2801	0.4646	0.3857	0.2391	1.3647	0.2283	0.7389	0.7013	0.2391	1.4505	0.3124	0.3654	0.3652	0.2649	0.4542	0.0357	0.3681	0.3786	0.2063	0.4731	0.0542	0.3775	0.3846	0.2167	0.4731	0.0506	0.3669	0.3702	0.2063	0.4731	0.047
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	5c0693b4-d00b-4700-924b-e55789bc0405	PathCellObject		PathAnnotationObject	Polygon	6346.2	7037.6	0.7597	15.2492	14.943	0.8582	0.9832	5.5786	3.667	34.8956	22.3686	0.8764	1	8.3677	5.5004	0.437	1.0102	0.9908	0.4795	1.5074	0.2298	0.4731	0.4459	0.1665	0.9527	0.1465	0.3625	0.365	0.1665	0.4984	0.0789	0.7063	0.6194	0.1665	1.5074	0.3256	0.3766	0.3782	0.248	0.5057	0.0503	0.3221	0.3139	0.0798	0.4881	0.0745	0.3182	0.3177	0.0798	0.4881	0.0943	0.3457	0.3498	0.0798	0.5057	0.0705
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	122c5d34-3b54-4340-87c1-a98b2a28045a	PathCellObject		PathAnnotationObject	Polygon	6459.2	7143	0.7588	19.8934	16.3173	0.9389	1	6.126	4.2835	44.7595	24.4753	0.9389	1	9.188	6.4248	0.4444	0.706	0.7042	0.3542	1.0828	0.1508	0.523	0.4596	0.2358	1.097	0.1912	0.5308	0.427	0.2358	1.097	0.2444	0.6038	0.596	0.2358	1.097	0.1967	0.3104	0.3071	0.2147	0.4308	0.0444	0.305	0.2968	0.1448	1.1304	0.1064	0.3216	0.303	0.1577	1.0132	0.1403	0.3074	0.3012	0.1448	1.1304	0.0848
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	b9a66b4e-4f90-4201-8e9c-d7e521710b5a	PathCellObject		PathAnnotationObject	Polygon	6443	7108.6	0.7583	38.7981	23.9175	0.8523	0.9874	9.0556	5.6573	88.4218	35.8068	0.8666	1	13.5834	8.4861	0.4388	0.7722	0.7791	0.4174	1.1006	0.148	0.3651	0.3581	0.0462	0.9363	0.1639	0.2744	0.3024	0.0462	0.568	0.1213	0.5441	0.5201	0.0462	1.1006	0.256	0.5589	0.5601	0.4197	0.6979	0.0501	0.4352	0.4772	-0.0171	0.6497	0.1375	0.4068	0.4554	-0.0171	0.6497	0.164	0.4896	0.5255	-0.0171	0.6979	0.1244
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	bfc08832-08fe-4c8f-a1d4-abceea92ebd5	PathCellObject		PathAnnotationObject	Polygon	6307.7	7018.5	0.7576	59.0364	27.6416	0.971	0.9993	9.586	7.9466	132.9105	41.4568	0.9718	1	14.3785	11.9191	0.4442	0.9498	0.9415	0.4648	1.4424	0.2273	0.3567	0.3731	0.0898	1.0595	0.1627	0.2376	0.2429	0.0898	0.4757	0.1032	0.6201	0.5302	0.0898	1.4424	0.3529	0.3356	0.3334	0.1811	0.5712	0.0595	0.2456	0.2758	-0.008	0.4638	0.1252	0.1737	0.1813	-0.008	0.4314	0.1162	0.2856	0.313	-0.008	0.5712	0.1108
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	1fb59d3a-0a62-450b-85f3-8c34c09a47b6	PathCellObject		PathAnnotationObject	Polygon	6309.8	7161.3	0.7554	8.7242	10.6885	0.9596	1	3.834	2.929	19.6317	16.0339	0.9596	1	5.7514	4.393	0.4444	0.8097	0.8081	0.5202	1.1123	0.162	0.4621	0.4708	0.1485	0.751	0.1065	0.3966	0.41	0.1485	0.5657	0.0979	0.6175	0.5712	0.1485	1.1123	0.2188	0.3469	0.3783	0.1123	0.4906	0.0921	0.2901	0.3013	0.0628	0.5048	0.1204	0.2868	0.2992	0.0628	0.5048	0.1307	0.3155	0.3273	0.0628	0.5048	0.1122
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	b67de727-22ee-480b-9df2-c5197760393c	PathCellObject		PathAnnotationObject	Polygon	6299.6	7112.3	0.755	12.1116	13.2729	0.8639	0.9963	5.194	2.898	27.35	19.9037	0.8676	1	7.7908	4.3464	0.4428	1.1864	1.1234	0.5952	1.9534	0.3609	0.5534	0.5195	0.143	1.466	0.2538	0.4973	0.3554	0.143	1.466	0.3436	0.8351	0.7378	0.143	1.9534	0.4389	0.2397	0.251	0.0885	0.3759	0.0673	0.2132	0.2116	0.0517	0.4061	0.0944	0.2235	0.2323	0.0517	0.3794	0.0899	0.225	0.2286	0.0517	0.4061	0.0844
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	1ae198e3-379f-45cc-bb3c-60bcb1b98459	PathCellObject		PathAnnotationObject	Polygon	6442.6	7088.6	0.7549	13.1936	13.4269	0.9197	1	5.0562	3.2964	29.6839	20.1402	0.9196	1	7.5852	4.9444	0.4445	0.6588	0.6671	0.4422	0.8433	0.0779	0.4215	0.431	0.1753	0.6317	0.1099	0.3359	0.341	0.1753	0.56	0.0987	0.5265	0.5334	0.1753	0.8433	0.1527	0.3836	0.38	0.2232	0.6581	0.0581	0.4115	0.3804	0.1314	1.0266	0.1823	0.4493	0.3914	0.1314	1.0266	0.2275	0.3992	0.38	0.1314	1.0266	0.1421
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	a7531467-74ef-4ba1-bc13-2a0daf49f9ad	PathCellObject		PathAnnotationObject	Polygon	6315.6	6975.1	0.753	23.0144	17.5855	0.9352	1	6.4906	4.4149	51.7844	26.3788	0.9352	1	9.7361	6.6224	0.4444	1.0791	1.0785	0.4577	1.8388	0.2841	0.4899	0.4006	0.2163	1.668	0.2627	0.4313	0.3412	0.2163	1.1982	0.2335	0.7525	0.6806	0.2163	1.8388	0.4	0.3217	0.323	0.1887	0.448	0.0368	0.295	0.2978	0.0652	0.466	0.0687	0.2911	0.2932	0.0652	0.4093	0.0713	0.3069	0.3115	0.0652	0.466	0.0582
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	357a5ed1-e655-4f4d-8172-543e855a3b5b	PathCellObject		PathAnnotationObject	Polygon	6384	7124.1	0.7497	20.6483	16.4467	0.9593	1	5.8372	4.5066	46.46	24.6703	0.9593	1	8.7558	6.7602	0.4445	0.9349	0.9149	0.3806	1.4791	0.2423	0.611	0.4902	0.2119	1.7254	0.3836	0.5764	0.4302	0.2205	1.6883	0.4164	0.7552	0.671	0.2119	1.7254	0.3655	0.2854	0.2821	0.1637	0.4236	0.0403	0.3025	0.2967	0.1102	0.4881	0.0927	0.3094	0.297	0.1102	0.4822	0.1078	0.2949	0.2856	0.1102	0.4881	0.0745
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	1002f961-ae37-4c7f-9b9e-2886f0aa1a2c	PathCellObject		PathAnnotationObject	Polygon	6279.3	7147.1	0.7493	6.3811	9.5067	0.8872	1	3.7048	2.2026	14.3575	14.2595	0.8873	1	5.5566	3.3041	0.4444	0.833	0.8435	0.4435	1.2004	0.2251	0.3895	0.3618	0.1729	0.8454	0.1292	0.3075	0.2904	0.1729	0.5284	0.0838	0.586	0.5024	0.1729	1.2004	0.2834	0.3374	0.3387	0.2284	0.4577	0.0591	0.2734	0.254	0.086	0.4606	0.1041	0.2422	0.2134	0.086	0.4604	0.1115	0.3018	0.3037	0.086	0.4606	0.0926
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	c701fbda-cbbd-46f7-99c6-f0aff8239eee	PathCellObject		PathAnnotationObject	Polygon	6297.5	6968.8	0.7477	10.8473	12.4858	0.8744	1	4.9719	2.8079	24.4073	18.7291	0.8744	1	7.4587	4.2123	0.4444	0.9371	0.9035	0.5512	1.3441	0.2123	0.5316	0.5473	0.2608	0.7349	0.0995	0.4664	0.4547	0.2608	0.7349	0.1113	0.7099	0.6382	0.2608	1.3441	0.2567	0.2495	0.248	0.1341	0.4254	0.0654	0.2529	0.2575	0.112	0.4218	0.0727	0.2684	0.2728	0.1536	0.4053	0.0743	0.2514	0.2508	0.112	0.4254	0.0696
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	9c8f59e7-7769-44f7-91ef-bff0872c76f0	PathCellObject		PathAnnotationObject	Polygon	6306.8	7187.1	0.7477	26.5969	20.1451	0.8236	0.9819	7.9172	4.7534	60.9434	30.0673	0.8471	1	11.8766	7.1293	0.4364	1.056	1.0582	0.4148	1.733	0.2994	0.554	0.4912	0.2356	1.4314	0.234	0.4286	0.3845	0.2436	0.7645	0.1238	0.7705	0.7042	0.2356	1.733	0.3627	0.3431	0.3552	0.1211	0.5394	0.0814	0.2998	0.3086	0.0912	0.5263	0.1001	0.2955	0.2917	0.0912	0.4936	0.114	0.3185	0.3281	0.0912	0.5394	0.0949
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	786df8da-833d-41f4-befe-e81375658453	PathCellObject		PathAnnotationObject	Polygon	6488.5	7108.8	0.7469	44.5985	24.226	0.9549	0.9985	8.7059	6.4976	100.4978	36.327	0.957	1	13.059	9.7459	0.4438	0.7034	0.7035	0.3328	1.1104	0.1875	0.4262	0.4079	0.1114	0.9148	0.1694	0.3647	0.3654	0.1114	0.6851	0.1245	0.5496	0.5141	0.1114	1.1104	0.2248	0.2766	0.2711	0.152	0.4866	0.062	0.3468	0.3168	0.0967	0.674	0.1221	0.3445	0.3174	0.1003	0.6572	0.1316	0.3156	0.2921	0.0967	0.674	0.1058
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	84410d37-7b14-4352-b465-ffea55b85541	PathCellObject		PathAnnotationObject	Polygon	6320.4	7109.3	0.7465	9.2241	11.4361	0.8863	0.9945	4.2893	2.9019	20.8691	17.1315	0.8936	1	6.4341	4.3538	0.442	0.7663	0.78	0.452	1.1231	0.1506	0.5671	0.4811	0.2108	1.4644	0.2886	0.5284	0.4205	0.2108	1.4644	0.3399	0.6531	0.6504	0.2108	1.4644	0.2584	0.3184	0.313	0.2122	0.4565	0.057	0.3664	0.3732	0.1817	0.5834	0.0907	0.3749	0.3526	0.1864	0.5834	0.0987	0.3457	0.3411	0.1817	0.5834	0.0814
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	6682448d-f3de-411f-a054-fef7abb0d677	PathCellObject		PathAnnotationObject	Polygon	6292.7	7103	0.7461	15.0636	15.1512	0.8246	0.99	6.1245	3.2225	34.2312	22.7026	0.8346	1	9.1861	4.8332	0.44	1.2956	1.3414	0.5569	1.7035	0.2623	0.7727	0.8157	0.2694	1.3237	0.2617	0.6459	0.6506	0.2694	1.0829	0.2499	1.0045	1.0018	0.2694	1.7035	0.3689	0.2952	0.2906	0.115	0.4245	0.0592	0.2964	0.3099	0.0687	0.4528	0.0674	0.2901	0.3078	0.0687	0.4528	0.0783	0.2959	0.3004	0.0687	0.4528	0.0639
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	ce982ef5-80fe-4942-8fb5-bf7b7bb335f9	PathCellObject		PathAnnotationObject	Polygon	6340	7056	0.7455	26.0822	18.9071	0.9169	0.998	6.8671	4.9307	58.8085	28.3565	0.9191	1	10.3003	7.3966	0.4435	1.0933	1.1396	0.3853	1.5582	0.2535	0.6012	0.5421	0.1301	1.3625	0.3206	0.5466	0.4631	0.1586	1.3625	0.3489	0.8199	0.8308	0.1301	1.5582	0.3813	0.3717	0.3769	0.1935	0.5258	0.0618	0.2985	0.3147	0.0194	0.4741	0.0884	0.2854	0.3073	0.0254	0.4425	0.095	0.331	0.346	0.0194	0.5258	0.0858
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	7b317e13-92f7-4aed-9896-714537750853	PathCellObject		PathAnnotationObject	Polygon	6426.2	7044.5	0.7435	35.5673	23.9148	0.7815	0.9946	9.9	4.4146	80.4597	35.8455	0.7869	1	14.8491	6.6213	0.442	0.7475	0.7605	0.4607	0.9667	0.1055	0.4492	0.4447	0.1637	0.7195	0.118	0.3659	0.3642	0.1637	0.609	0.0924	0.5813	0.5801	0.1637	0.9667	0.1861	0.4256	0.4235	0.2941	0.5643	0.0476	0.4217	0.4231	0.1352	0.5971	0.0826	0.4069	0.4135	0.1352	0.5586	0.0859	0.4234	0.4234	0.1352	0.5971	0.0693
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	b2a21b8b-bbe4-4744-8848-4913b5418943	PathCellObject		PathAnnotationObject	Polygon	6276.8	7185.5	0.7434	44.7644	26.0382	0.8297	0.9866	10.3782	5.6688	102.0872	38.9648	0.845	1	15.5671	8.5028	0.4385	0.7621	0.7315	0.4756	1.3677	0.1439	0.4746	0.4518	0.1471	0.972	0.177	0.4099	0.3872	0.1724	0.7674	0.1406	0.6006	0.6288	0.1471	1.3677	0.2169	0.2421	0.2364	0.134	0.4089	0.0416	0.2505	0.2471	0.0523	0.4258	0.0777	0.2512	0.248	0.0545	0.4258	0.0913	0.2468	0.2396	0.0523	0.4258	0.0645
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	655762f7-8dd1-479f-9a1c-cdbc5e86ed8e	PathCellObject		PathAnnotationObject	Polygon	6364.9	7127.2	0.7418	19.4939	16.1875	0.9349	1	5.9346	4.0928	43.8578	24.2803	0.9349	1	8.9018	6.1387	0.4444	0.6509	0.6558	0.3129	0.9161	0.1194	0.45	0.4145	0.1472	1.0627	0.1922	0.3971	0.3514	0.1472	1.0131	0.2166	0.539	0.5301	0.1472	1.0627	0.192	0.2839	0.2786	0.1312	0.4996	0.0803	0.3528	0.3481	0.1209	0.6324	0.087	0.3471	0.3547	0.1218	0.4991	0.0946	0.3223	0.3252	0.1209	0.6324	0.0908
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	98884528-a7cc-41ae-8207-570c7f9754d7	PathCellObject		PathAnnotationObject	Polygon	6473.7	7117.8	0.7417	53.3267	27.4454	0.8896	0.9974	10.7875	6.3582	120.3006	41.1464	0.8929	1	16.182	9.5371	0.4433	0.6135	0.6014	0.3193	0.914	0.125	0.3271	0.3215	0.089	0.6259	0.1156	0.2986	0.301	0.089	0.6259	0.1146	0.4547	0.4494	0.089	0.914	0.1861	0.3274	0.3313	0.0959	0.5183	0.058	0.3305	0.3024	0.003	0.8597	0.1874	0.3789	0.3286	0.0057	0.8597	0.2241	0.3292	0.3189	0.003	0.8597	0.1448
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	a3ac7fab-5429-4e1c-b408-6aeb0dae0c1c	PathCellObject		PathAnnotationObject	Polygon	6278.1	7034.6	0.7414	20.0229	16.348	0.9415	0.9977	5.7612	4.6186	45.1576	24.5189	0.9439	1	8.6419	6.9272	0.4434	0.6136	0.579	0.2031	1.0986	0.2285	0.313	0.2953	0.0612	0.6889	0.1341	0.2561	0.2396	0.0612	0.5896	0.1214	0.4466	0.3896	0.0612	1.0986	0.2355	0.4124	0.3788	0.2449	0.6948	0.1171	0.5901	0.6072	0.1001	1.0398	0.2543	0.6167	0.6953	0.1001	1.0398	0.31	0.5112	0.4773	0.1001	1.0398	0.2231
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	73194299-773a-4309-95f3-57cdc2c589bd	PathCellObject		PathAnnotationObject	Polygon	6380	7011.6	0.741	13.5357	14.3387	0.8273	0.9831	5.6673	3.2152	30.9813	21.4733	0.8443	1	8.5003	4.8226	0.4369	0.6104	0.5792	0.3793	1.0018	0.1539	0.4581	0.3687	0.1668	1.101	0.2529	0.3963	0.33	0.1668	1.101	0.2378	0.5241	0.4751	0.1668	1.101	0.2284	0.321	0.3195	0.2435	0.4335	0.0417	0.2639	0.2677	0.0534	0.4425	0.0902	0.2638	0.2598	0.0534	0.4425	0.0997	0.2887	0.2981	0.0534	0.4425	0.0785
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	48a35acd-e2a9-4bc6-8afd-be083f3baeea	PathCellObject		PathAnnotationObject	Polygon	6341.9	7155.6	0.7402	25.8813	20.4059	0.7811	0.9934	8.4639	3.9269	58.6191	30.5502	0.7893	1	12.6964	5.89	0.4415	1.2928	1.3338	0.6796	1.7644	0.2819	0.5716	0.5291	0.2348	1.1363	0.1938	0.4239	0.4017	0.2348	1.0163	0.1568	0.8886	0.8031	0.2348	1.7644	0.4291	0.3929	0.4102	0.1523	0.5746	0.0748	0.3351	0.3456	0.1298	0.5052	0.0816	0.2928	0.2646	0.1298	0.4876	0.096	0.3605	0.3773	0.1298	0.5746	0.0837
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	acea6c3d-42f8-4c09-b13c-b757f4d863d6	PathCellObject		PathAnnotationObject	Polygon	6432.1	7029.9	0.7395	13.0963	13.6584	0.8822	0.996	5.2035	3.3617	29.5845	20.4733	0.8869	1	7.8049	5.042	0.4427	0.8547	0.8211	0.363	1.4556	0.2819	0.3666	0.3562	0.1303	0.7243	0.1172	0.2973	0.31	0.1303	0.4538	0.0791	0.5803	0.4737	0.1303	1.4556	0.318	0.2927	0.2926	0.1609	0.4063	0.0511	0.2948	0.2962	0.1647	0.5063	0.0627	0.293	0.2959	0.1757	0.457	0.0652	0.2939	0.2944	0.1609	0.5063	0.0579
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	ae512390-3ebe-46db-b2ea-801ae0028c1b	PathCellObject		PathAnnotationObject	Polygon	6475.1	7148.8	0.7378	21.6147	16.935	0.9471	1	6.2621	4.5312	48.6298	25.4019	0.9471	1	9.3933	6.7963	0.4444	0.9293	0.8833	0.2868	1.7456	0.3575	0.4712	0.4209	0.1009	1.2061	0.253	0.4039	0.3533	0.1009	1.1029	0.2022	0.6766	0.6014	0.1009	1.7456	0.3801	0.3379	0.335	0.127	0.5081	0.0691	0.2695	0.2584	0.0046	0.5765	0.1418	0.2409	0.2123	0.0046	0.5328	0.1447	0.3002	0.3049	0.0046	0.5765	0.1199
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	b5576fde-29b3-4d5f-aaae-5e73d63112ca	PathCellObject		PathAnnotationObject	Polygon	6419.3	7171.1	0.7352	22.2409	18.383	0.827	0.9867	7.3629	3.9342	50.719	27.5132	0.842	1	11.0445	5.9011	0.4385	0.8138	0.8098	0.4854	1.1043	0.1211	0.6063	0.48	0.1901	1.6197	0.3419	0.6108	0.4062	0.1901	1.6197	0.4421	0.6967	0.6733	0.1901	1.6197	0.2879	0.2858	0.2876	0.1768	0.3967	0.0502	0.2944	0.2953	0.0584	0.4531	0.0712	0.2893	0.3008	0.0584	0.4531	0.0961	0.2907	0.2925	0.0584	0.4531	0.063
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	464fdcda-34c5-4154-97ea-421fe38222c0	PathCellObject		PathAnnotationObject	Polygon	6295.2	7098.6	0.734	22.1064	17.8828	0.8687	0.9733	6.7134	4.2861	51.1046	26.5631	0.9102	1	10.0704	6.429	0.4326	0.7357	0.7303	0.4219	1.2283	0.1675	0.5524	0.3475	0.1446	1.6858	0.4126	0.497	0.3091	0.1446	1.6762	0.4242	0.6315	0.5668	0.1446	1.6858	0.3421	0.4607	0.3945	0.2382	0.7552	0.152	0.3709	0.3171	0.2061	0.837	0.1569	0.3577	0.3182	0.2061	0.837	0.1431	0.4097	0.3442	0.2061	0.837	0.161
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	eb9647d5-dcbb-484c-84da-a67dc6766646	PathCellObject		PathAnnotationObject	Polygon	6424.3	7131.1	0.7336	10.9629	12.7611	0.846	0.9913	5.0455	2.8322	24.877	19.1282	0.8544	1	7.5683	4.2479	0.4406	1.1152	1.1147	0.429	1.7711	0.2891	0.6697	0.4997	0.2559	1.7944	0.4191	0.5503	0.3827	0.2559	1.7571	0.4016	0.8705	0.8276	0.2559	1.7944	0.428	0.4478	0.4489	0.2282	0.6341	0.0829	0.4178	0.4245	0.0666	0.6215	0.1242	0.3866	0.4071	0.0666	0.5935	0.1328	0.4313	0.4355	0.0666	0.6341	0.1085
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	f8fbebcc-fdbc-4615-90ad-8ed79062394b	PathCellObject		PathAnnotationObject	Polygon	6394.3	7011.7	0.7332	19.4958	15.8287	0.9778	1	5.3295	4.7556	43.8629	23.7421	0.9778	1	7.9935	7.1329	0.4444	1.0176	0.8323	0.3768	2.3734	0.4797	0.4493	0.4333	0.1708	0.8275	0.1282	0.3843	0.361	0.1708	0.6391	0.0962	0.6995	0.5632	0.1708	2.3734	0.4359	0.3794	0.381	0.2411	0.6354	0.057	0.4222	0.4262	0.2301	0.5933	0.0704	0.4391	0.45	0.2459	0.5933	0.0782	0.4034	0.4039	0.2301	0.6354	0.0682
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	8890eee6-1939-4292-93a5-a1299d819374	PathCellObject		PathAnnotationObject	Polygon	6293.9	7091.1	0.7323	18.4861	18.1036	0.7088	0.9448	7.4809	3.3625	44.0226	26.9134	0.7637	1	11.2206	5.0441	0.4199	1.2025	1.2417	0.3407	1.8613	0.3332	0.4911	0.4452	0.1102	1.3106	0.2481	0.335	0.3225	0.1102	0.7394	0.1435	0.7861	0.6668	0.1102	1.8613	0.4527	0.2997	0.2981	0.1918	0.432	0.0473	0.3292	0.3208	0.0794	0.803	0.105	0.3361	0.3314	0.0794	0.803	0.1545	0.3169	0.3074	0.0794	0.803	0.0871
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	67096255-2385-4c6b-b1a2-6cbc067405e7	PathCellObject		PathAnnotationObject	Polygon	6433.1	7170.3	0.7313	35.2032	22.8528	0.8471	0.9955	9.011	5.1233	79.5591	34.2615	0.8517	1	13.5169	7.6831	0.4425	0.634	0.624	0.4073	0.9312	0.1009	0.4205	0.4092	0.1586	0.7235	0.1098	0.3442	0.3436	0.1586	0.5676	0.084	0.5151	0.5208	0.1586	0.9312	0.1499	0.3162	0.3134	0.2182	0.4836	0.0453	0.309	0.3148	0.1459	0.4574	0.056	0.2762	0.2934	0.1459	0.4215	0.0681	0.3122	0.314	0.1459	0.4836	0.0516
PiDGiN1_016_1_1_1_HE_Default setting_Herhaling 2_08072024.czi - Scene #1	3ae52717-8c4b-450d-8117-fce72afbb299	PathCellObject		PathAnnotationObject	Polygon	6316.8	7186.4	0.7293	28.6549	20.1876	0.8836	0.9971	7.8695	4.8474	64.6543	30.2557	0.8875	1	11.8042	7.27	0.4432	0.7583	0.7438	0.4173	1.3581	0.1827	0.4373	0.431	0.2497	0.6918	0.0885	0.3828	0.3929	0.2563	0.568	0.0727	0.5795	0.5239	0.2497	1.3581	0.2112	0.2199	0.2021	0.1051	0.7766	0.0815	0.2177	0.2101	0.0707	0.513	0.0693	0.1961	0.1785	0.0758	0.4065	0.0763	0.2187	0.2049	0.0707	0.7766	0.0749
