Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Nucleus: Area µm^2	Nucleus: Length µm	Nucleus: Circularity	Nucleus: Solidity	Nucleus: Max diameter µm	Nucleus: Min diameter µm	Cell: Area µm^2	Cell: Length µm	Cell: Circularity	Cell: Solidity	Cell: Max diameter µm	Cell: Min diameter µm	Nucleus/Cell area ratio	Hematoxylin: Nucleus: Mean	Hematoxylin: Nucleus: Median	Hematoxylin: Nucleus: Min	Hematoxylin: Nucleus: Max	Hematoxylin: Nucleus: Std.Dev.	Hematoxylin: Cytoplasm: Mean	Hematoxylin: Cytoplasm: Median	Hematoxylin: Cytoplasm: Min	Hematoxylin: Cytoplasm: Max	Hematoxylin: Cytoplasm: Std.Dev.	Hematoxylin: Membrane: Mean	Hematoxylin: Membrane: Median	Hematoxylin: Membrane: Min	Hematoxylin: Membrane: Max	Hematoxylin: Membrane: Std.Dev.	Hematoxylin: Cell: Mean	Hematoxylin: Cell: Median	Hematoxylin: Cell: Min	Hematoxylin: Cell: Max	Hematoxylin: Cell: Std.Dev.	Eosin: Nucleus: Mean	Eosin: Nucleus: Median	Eosin: Nucleus: Min	Eosin: Nucleus: Max	Eosin: Nucleus: Std.Dev.	Eosin: Cytoplasm: Mean	Eosin: Cytoplasm: Median	Eosin: Cytoplasm: Min	Eosin: Cytoplasm: Max	Eosin: Cytoplasm: Std.Dev.	Eosin: Membrane: Mean	Eosin: Membrane: Median	Eosin: Membrane: Min	Eosin: Membrane: Max	Eosin: Membrane: Std.Dev.	Eosin: Cell: Mean	Eosin: Cell: Median	Eosin: Cell: Min	Eosin: Cell: Max	Eosin: Cell: Std.Dev.
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	97aee90e-b44b-4fc5-bec1-963e0b4a6b4b	PathCellObject		PathAnnotationObject	Polygon	3576.5	14707.2	0.8637	14.9504	14.5322	0.8896	1	5.6535	3.5299	33.6392	21.7985	0.8896	1	8.48	5.2954	0.4444	1.5284	1.5708	0.5316	2.3942	0.4974	0.503	0.4831	0.1709	1.1996	0.1955	0.3982	0.3665	0.1709	0.7559	0.1636	0.9625	0.7256	0.1709	2.3942	0.6262	0.2104	0.2127	-0.0635	0.4915	0.1171	0.2268	0.2054	0.0185	0.6945	0.1459	0.2383	0.2439	0.0185	0.6937	0.1595	0.2194	0.2081	-0.0635	0.6945	0.1339
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	20c4ba20-2356-4a29-a069-8cf56f8957de	PathCellObject		PathAnnotationObject	Polygon	3531.5	14756.7	0.8637	19.6569	15.9414	0.972	1	5.5604	4.5619	44.229	23.9124	0.972	1	8.3406	6.8433	0.4444	0.8892	0.8826	0.4314	1.2973	0.1878	0.4027	0.4058	0.1135	0.7932	0.1394	0.3004	0.3151	0.1135	0.4846	0.1001	0.6191	0.5503	0.1135	1.2973	0.2915	0.4132	0.3844	0.2132	0.7698	0.1149	0.2868	0.2657	0.0699	0.7326	0.1156	0.2148	0.1978	0.0699	0.3568	0.0795	0.343	0.3364	0.0699	0.7698	0.1312
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	eddd3831-c1f5-4bb1-a8fe-eefa2ee08a99	PathCellObject		PathAnnotationObject	Polygon	3531.8	14675.4	0.8626	12.7618	12.9285	0.9595	1	4.5601	3.6148	28.7171	19.3934	0.9595	1	6.8403	5.422	0.4444	1.1607	1.1972	0.4765	1.7961	0.3503	0.45	0.4329	0.2399	0.9115	0.1178	0.3947	0.3503	0.2399	0.9115	0.1574	0.7688	0.5804	0.2399	1.7961	0.4333	0.8381	0.7545	0.3504	1.5389	0.2961	0.3772	0.3666	0.1925	0.5799	0.073	0.3186	0.3213	0.1925	0.4146	0.051	0.584	0.4604	0.1925	1.5389	0.3079
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	02e7246f-81a1-4cb9-b7fb-42e235b531ac	PathCellObject		PathAnnotationObject	Polygon	3561.2	14743.9	0.8626	19.2507	16.0728	0.9364	0.9984	5.9423	4.2194	43.3838	24.1026	0.9384	1	8.913	6.3291	0.4437	1.0969	1.1694	0.3392	1.5292	0.2977	0.3743	0.3741	0.1051	1.0087	0.1391	0.3783	0.3744	0.1051	0.6869	0.1262	0.696	0.5199	0.1051	1.5292	0.4234	0.1692	0.1699	0.0302	0.289	0.0503	0.2026	0.2096	0.0244	0.4364	0.0972	0.2485	0.2756	0.0424	0.4364	0.1023	0.1877	0.1824	0.0244	0.4364	0.0815
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	fb547ce9-14a3-4c94-87f4-1ddfc2a5322c	PathCellObject		PathAnnotationObject	Polygon	3708.9	14870.8	0.8622	18.3047	15.3523	0.976	1	5.1949	4.5253	41.184	23.028	0.9759	1	7.7924	6.787	0.4444	0.8172	0.8087	0.383	1.2263	0.2022	0.3854	0.3841	0.1664	0.7254	0.1067	0.3298	0.3123	0.18	0.5329	0.0855	0.5749	0.4969	0.1664	1.2263	0.2651	0.3028	0.2855	0.1859	0.4884	0.0718	0.3384	0.3356	0.1523	0.5542	0.0853	0.3392	0.3454	0.1523	0.5452	0.0871	0.3228	0.309	0.1523	0.5542	0.0815
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	b83c31ff-bfc7-4510-8a2d-6f7881f1391b	PathCellObject		PathAnnotationObject	Polygon	3706	14716.6	0.8621	32.3618	20.4999	0.9677	0.9984	7.0945	5.8529	72.9356	30.7385	0.97	1	10.6417	8.779	0.4437	0.8887	0.9196	0.4445	1.1418	0.1497	0.3585	0.3527	0.0776	0.713	0.138	0.2844	0.3072	0.0812	0.464	0.0984	0.5935	0.5374	0.0776	1.1418	0.2999	0.1675	0.1675	0.0945	0.239	0.025	0.155	0.156	-0.0009	0.2975	0.0564	0.1576	0.1595	-0.0009	0.2975	0.0747	0.1606	0.1627	-0.0009	0.2975	0.0457
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	b24b77f8-1992-4662-8b5d-f43bd938ee14	PathCellObject		PathAnnotationObject	Polygon	3582.2	14791.5	0.8617	19.26	15.9906	0.9465	1	5.7297	4.2321	43.3375	23.9869	0.9465	1	8.5959	6.348	0.4444	1.527	1.6783	0.3988	2.2203	0.4987	0.3447	0.3175	0.0729	1.1086	0.1538	0.2517	0.2724	0.0729	0.416	0.0836	0.8752	0.5181	0.0729	2.2203	0.686	0.1617	0.1554	0.0283	0.3365	0.0591	0.1332	0.1425	0.0067	0.2391	0.0517	0.1285	0.1328	0.0105	0.2196	0.0523	0.146	0.1488	0.0067	0.3365	0.0569
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	e77b5d61-591c-4a70-bf25-7c21c4f33312	PathCellObject		PathAnnotationObject	Polygon	3668.8	14875.9	0.8604	39.4305	22.5534	0.9741	1	7.6175	6.6374	88.7178	33.8304	0.9741	1	11.427	9.956	0.4444	0.5993	0.5564	0.1336	1.0785	0.2421	0.2833	0.2809	0.1126	0.5827	0.0803	0.2857	0.2844	0.1219	0.4094	0.06	0.4232	0.3324	0.1126	1.0785	0.2328	0.257	0.2556	0.077	0.4154	0.0547	0.256	0.2625	0.0617	0.4143	0.0653	0.267	0.2677	0.0926	0.4143	0.0623	0.2564	0.2599	0.0617	0.4154	0.0608
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	430f76b1-42c9-42c9-9bd5-e2e33a720edc	PathCellObject		PathAnnotationObject	Polygon	3611.4	14712.6	0.8599	26.3335	18.7326	0.943	0.9989	6.8669	4.9137	59.3195	28.0891	0.9448	1	10.3015	7.3712	0.444	1.2711	1.3388	0.5364	1.8257	0.3235	0.4404	0.4356	0.1192	1.1234	0.1927	0.3061	0.2837	0.1192	0.5596	0.1247	0.8096	0.6654	0.1192	1.8257	0.4874	0.2443	0.2451	0.1077	0.4041	0.0569	0.2304	0.2103	0.0298	0.684	0.115	0.2349	0.1937	0.0298	0.684	0.1675	0.2366	0.2264	0.0298	0.684	0.0939
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	802ed584-c15a-4eca-a064-2f3e38a38b96	PathCellObject		PathAnnotationObject	Polygon	3603	14876.9	0.8597	13.4803	13.4009	0.9433	1	4.8912	3.5377	30.3311	20.1013	0.9433	1	7.3358	5.3062	0.4445	0.7224	0.7243	0.4154	1.0425	0.1214	0.35	0.3635	0.1231	0.7175	0.1197	0.2792	0.2918	0.1231	0.4775	0.1018	0.5157	0.4712	0.1231	1.0425	0.2209	0.1958	0.1943	0.1319	0.2623	0.028	0.2166	0.229	0.0154	0.3547	0.0672	0.1998	0.2256	0.0154	0.3547	0.092	0.2073	0.2077	0.0154	0.3547	0.0544
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	fa77e417-e371-4a5a-a1b9-d44f6ec95fcc	PathCellObject		PathAnnotationObject	Polygon	3711.2	14836	0.8584	17.5301	15.0584	0.9715	1	5.2265	4.3499	39.4404	22.5864	0.9715	1	7.8389	6.525	0.4444	0.6595	0.6723	0.1776	1.2108	0.2196	0.2927	0.2961	0.0831	1.0278	0.1607	0.2406	0.2735	0.0831	0.4335	0.1081	0.4537	0.3996	0.0831	1.2108	0.2623	0.1992	0.1947	0.0736	0.361	0.0516	0.2161	0.2386	0.0002	0.4195	0.1176	0.2244	0.2658	0.0013	0.4195	0.1326	0.2087	0.2084	0.0002	0.4195	0.0948
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	e83006c6-f4b6-4790-9794-d766fa616923	PathCellObject		PathAnnotationObject	Polygon	3562.6	14825.5	0.8583	17.8274	15.3724	0.948	1	5.5959	4.2119	40.1095	23.0582	0.948	1	8.3938	6.3177	0.4444	1.5439	1.6654	0.5025	2.2341	0.4752	0.4192	0.3961	0.1331	1.233	0.1654	0.3143	0.2647	0.1331	0.5984	0.1241	0.9177	0.5978	0.1331	2.2341	0.654	0.1436	0.148	-0.039	0.3214	0.0658	0.1312	0.1433	-0.0421	0.2659	0.067	0.1457	0.1496	0.026	0.2437	0.0531	0.1367	0.1455	-0.0421	0.3214	0.0667
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	176d1687-30bd-423b-9afe-009dc7643aca	PathCellObject		PathAnnotationObject	Polygon	3554.3	14843.2	0.8582	14.2594	13.5383	0.9777	1	4.5802	3.9762	32.0835	20.3074	0.9776	1	6.8698	5.964	0.4444	0.8511	0.901	0.4482	1.0588	0.1413	0.4476	0.4505	0.1872	0.7927	0.1223	0.381	0.3882	0.1872	0.6184	0.1049	0.626	0.576	0.1872	1.0588	0.2395	0.2269	0.2242	0.1363	0.313	0.0359	0.2595	0.2615	0.1038	0.5451	0.0752	0.2731	0.2721	0.1038	0.5451	0.0975	0.2451	0.2429	0.1038	0.5451	0.0631
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	71af8580-b678-412b-b044-65ef15e1c47e	PathCellObject		PathAnnotationObject	Polygon	3724.4	14776.9	0.8581	16.6508	14.6927	0.9693	1	5.1162	4.1305	37.4637	22.0388	0.9693	1	7.674	6.1963	0.4444	0.8004	0.8087	0.4804	1.0999	0.152	0.3661	0.3596	0.1562	0.6692	0.0893	0.2933	0.2978	0.1562	0.4224	0.0599	0.5592	0.4843	0.1562	1.0999	0.2477	0.2686	0.2525	0.0881	0.5664	0.0963	0.298	0.2844	0.1007	0.5781	0.1244	0.3089	0.2848	0.1059	0.5724	0.1198	0.2849	0.263	0.0881	0.5781	0.1137
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	7549c248-1311-479d-848d-17eaacf89f05	PathCellObject		PathAnnotationObject	Polygon	3599.1	14730.8	0.858	17.8579	15.1405	0.9789	1	5.0749	4.5557	40.1805	22.7106	0.979	1	7.6118	6.8343	0.4445	0.9048	0.9023	0.3545	1.4204	0.2835	0.3538	0.3391	0.1577	0.7042	0.0965	0.2965	0.2827	0.1577	0.7042	0.0888	0.6002	0.4622	0.1577	1.4204	0.3408	0.2163	0.2222	0.1104	0.3047	0.0384	0.2001	0.1956	0.0521	0.6801	0.0701	0.2242	0.2121	0.0521	0.6801	0.0984	0.2074	0.2082	0.0521	0.6801	0.0587
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	63fbd2d9-f822-485f-b067-3232dd1cfacd	PathCellObject		PathAnnotationObject	Polygon	3560.2	14702.9	0.8578	23.3768	17.9749	0.9092	0.9988	6.8814	4.2693	52.6612	26.9514	0.911	1	10.3236	6.4038	0.4439	0.7626	0.7327	0.4596	1.2412	0.1773	0.5247	0.4537	0.1111	1.9346	0.3187	0.4896	0.3871	0.1111	1.9346	0.4013	0.63	0.5739	0.1111	1.9346	0.2906	0.1235	0.0843	-0.0097	0.4751	0.1018	0.2729	0.2677	0.0212	0.5695	0.1329	0.2637	0.2378	0.0428	0.5073	0.1237	0.2068	0.1901	-0.0097	0.5695	0.1412
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	5e66d297-1982-470c-adf0-0891ee9d00d7	PathCellObject		PathAnnotationObject	Polygon	3645.9	14848.1	0.8558	12.5957	12.9367	0.9458	1	4.5757	3.5995	28.3364	19.4046	0.9457	1	6.8642	5.3982	0.4445	1.1255	1.1407	0.3957	1.7304	0.3389	0.3891	0.3601	0.1993	0.7663	0.1175	0.3023	0.2934	0.1993	0.4716	0.0548	0.7231	0.5293	0.1993	1.7304	0.4406	0.1808	0.1738	0.0758	0.3314	0.0484	0.1867	0.1754	0.0593	0.3873	0.0708	0.1929	0.1779	0.0714	0.3756	0.0749	0.184	0.1741	0.0593	0.3873	0.0617
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	c67cf3b2-a7e1-4729-9dd6-1f254f682536	PathCellObject		PathAnnotationObject	Polygon	3697.9	14794.2	0.855	11.4863	12.1077	0.9846	1	3.9782	3.6764	25.842	18.1608	0.9846	1	5.9668	5.5144	0.4444	1.1473	1.1407	0.4842	1.6865	0.3542	0.4511	0.4382	0.2063	0.7708	0.1045	0.3684	0.3623	0.2063	0.5051	0.0641	0.7563	0.5646	0.2063	1.6865	0.4249	0.2371	0.2185	0.0851	0.4545	0.0866	0.3681	0.3706	0.2118	0.5156	0.0486	0.3616	0.3617	0.243	0.5156	0.0458	0.3107	0.3389	0.0851	0.5156	0.094
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	ebfc3f68-c1ef-4377-8d93-7e38ed850a6e	PathCellObject		PathAnnotationObject	Polygon	3564.1	14700.1	0.8549	18.9576	16.6105	0.8634	0.9981	6.5433	3.72	42.7355	24.9134	0.8652	1	9.8145	5.5802	0.4436	1.4578	1.5567	0.5103	2.0507	0.4034	0.5486	0.4571	0.1282	1.361	0.2963	0.4484	0.3596	0.1282	1.1093	0.2647	0.9578	0.893	0.1282	2.0507	0.5711	0.2217	0.2695	-0.0726	0.4444	0.138	0.156	0.1231	-0.0259	0.4317	0.1079	0.1756	0.1675	0.0252	0.3873	0.0839	0.1856	0.1685	-0.0726	0.4444	0.1266
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	1acd6a76-fa0c-48d9-a387-3a361550437b	PathCellObject		PathAnnotationObject	Polygon	3519.1	14788.8	0.8546	10.4095	11.5767	0.976	1	3.8881	3.5036	23.4245	17.3661	0.9761	1	5.833	5.2556	0.4444	0.963	1.0018	0.4933	1.3533	0.213	0.4382	0.4266	0.2094	0.8293	0.1417	0.3945	0.3172	0.2094	0.7452	0.161	0.6692	0.5938	0.2094	1.3533	0.3148	0.1483	0.1498	0.0286	0.2334	0.0427	0.1567	0.1451	0.0379	0.3394	0.0603	0.1827	0.1538	0.0586	0.3394	0.075	0.153	0.1465	0.0286	0.3394	0.0534
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	d8999b25-b7cd-4ca8-be63-450322af8912	PathCellObject		PathAnnotationObject	Polygon	3654.9	14808.3	0.8542	23.5726	17.4568	0.972	1	6.1322	4.9654	53.0384	26.185	0.9721	1	9.1974	7.4481	0.4444	1.3054	1.3641	0.4349	1.9547	0.3433	0.3799	0.3494	0.1273	0.8945	0.1554	0.2822	0.2962	0.1502	0.4517	0.0742	0.7915	0.589	0.1273	1.9547	0.5267	0.1836	0.1848	0.061	0.3221	0.046	0.1705	0.163	0.0268	0.3794	0.072	0.1835	0.1636	0.0693	0.3538	0.0682	0.1763	0.1767	0.0268	0.3794	0.0621
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	b1752596-1eee-4bff-94ab-d783f1f37e0c	PathCellObject		PathAnnotationObject	Polygon	3616.5	14769.6	0.8532	23.5797	17.5211	0.9652	1	6.1145	4.8011	53.0548	26.282	0.9652	1	9.1727	7.2018	0.4444	0.9458	0.9879	0.3826	1.3616	0.2177	0.3751	0.3481	0.1183	0.8403	0.1321	0.31	0.3276	0.1183	0.6842	0.0948	0.6275	0.5097	0.1183	1.3616	0.3333	0.262	0.2614	0.1449	0.4034	0.0411	0.2786	0.2719	0.0946	0.4735	0.0701	0.2883	0.2973	0.0946	0.4597	0.0815	0.2712	0.2663	0.0946	0.4735	0.0596
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	371fab6d-d95f-4941-aef9-c43631066e0c	PathCellObject		PathAnnotationObject	Polygon	3582	14734.3	0.8522	14.6971	13.7652	0.9747	1	4.629	4.1827	33.0706	20.6482	0.9747	1	6.9429	6.274	0.4445	0.9563	0.9706	0.4877	1.3405	0.1969	0.4912	0.4596	0.2236	1.159	0.1656	0.4376	0.3844	0.2262	1.159	0.202	0.6993	0.656	0.2236	1.3405	0.2933	0.3611	0.3375	0.1226	0.6763	0.1083	0.3984	0.3716	0.1615	0.7162	0.1245	0.4079	0.3904	0.241	0.7162	0.1268	0.3817	0.3534	0.1226	0.7162	0.1189
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	d1ec26f1-7313-49a6-8a30-4d90a9cc57b2	PathCellObject		PathAnnotationObject	Polygon	3565.4	14818.6	0.8519	30.8464	20.1069	0.9588	0.9982	7.2108	5.5387	69.5332	30.1513	0.9611	1	10.817	8.309	0.4436	1.1223	1.1201	0.595	1.5276	0.1749	0.4689	0.4349	0.1775	1.0387	0.1606	0.393	0.3783	0.1775	0.8335	0.1346	0.7585	0.6851	0.1775	1.5276	0.3652	0.2463	0.2394	0.0623	0.5922	0.0967	0.2613	0.251	0.0743	0.7542	0.1062	0.2826	0.2702	0.1049	0.6749	0.1137	0.2546	0.2461	0.0623	0.7542	0.1023
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	060f2838-ff6f-4860-9cfa-e0835d5aee6e	PathCellObject		PathAnnotationObject	Polygon	3574.8	14724.3	0.8517	19.3482	15.9449	0.9563	1	5.7378	4.3711	43.5307	23.9171	0.9563	1	8.6061	6.5556	0.4444	0.974	0.9828	0.3748	1.445	0.2563	0.3438	0.3133	0.1451	0.6899	0.1213	0.2713	0.2578	0.1457	0.4689	0.0783	0.6216	0.5029	0.1451	1.445	0.3676	0.1789	0.1826	0.0804	0.2712	0.0418	0.1435	0.1339	0.0278	0.2942	0.0528	0.1464	0.1371	0.0278	0.2942	0.0525	0.1591	0.1571	0.0278	0.2942	0.0513
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	554fee1a-c868-483c-80cc-ecf54eb20447	PathCellObject		PathAnnotationObject	Polygon	3532.1	14695.5	0.8516	33.6152	20.9006	0.967	0.998	7.1581	5.8305	75.7812	31.3346	0.9699	1	10.7356	8.7455	0.4436	0.9577	0.9584	0.5511	1.4921	0.1843	0.3802	0.3655	0.0751	1.0595	0.1635	0.29	0.2841	0.0751	0.6101	0.1271	0.6356	0.5861	0.0751	1.4921	0.335	0.2897	0.2653	0.132	0.8177	0.0954	0.2549	0.2398	-0.0119	0.7484	0.1413	0.2318	0.2252	-0.0015	0.5316	0.1276	0.2703	0.2569	-0.0119	0.8177	0.1243
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	6eb370ad-0aba-4a7d-b2c8-8d3292cfba7e	PathCellObject		PathAnnotationObject	Polygon	3556.6	14723.9	0.851	27.9585	18.9771	0.9756	1	6.4594	5.7141	62.9103	28.4667	0.9756	1	9.6892	8.5717	0.4444	0.6312	0.626	0.3654	1.0176	0.1298	0.325	0.3011	0.1414	0.8163	0.1178	0.261	0.2374	0.1454	0.4761	0.0746	0.4613	0.4331	0.1414	1.0176	0.1959	0.2475	0.2377	0.142	0.5003	0.0714	0.2471	0.2305	0.0917	0.5116	0.0897	0.2449	0.2387	0.0955	0.4279	0.0684	0.2473	0.2333	0.0917	0.5116	0.082
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	6624f039-d924-430d-baaa-e6534d57a579	PathCellObject		PathAnnotationObject	Polygon	3589.8	14737.2	0.8509	20.2746	17.2032	0.8609	0.9984	6.8699	3.7814	45.6875	25.8007	0.8625	1	10.3043	5.6722	0.4438	1.4336	1.5654	0.4217	2.1236	0.4689	0.3506	0.3151	0.1283	1.1039	0.156	0.2611	0.2686	0.1283	0.4059	0.0748	0.8301	0.5338	0.1283	2.1236	0.6328	0.1512	0.1494	-0.0105	0.37	0.0705	0.143	0.1353	0.0304	0.2981	0.0549	0.1692	0.1712	0.0357	0.2981	0.0591	0.1466	0.1422	-0.0105	0.37	0.0624
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	4acdcbb3-44c8-466b-8196-3fca930f1ef2	PathCellObject		PathAnnotationObject	Polygon	3525.8	14726.7	0.8502	20.5056	16.5738	0.9381	0.9971	5.8552	4.6679	46.2703	24.8498	0.9416	1	8.7834	6.9995	0.4432	0.9013	0.8948	0.6234	1.2114	0.1178	0.4551	0.4832	0.1447	0.9523	0.1637	0.3597	0.4058	0.1447	0.5773	0.1435	0.6534	0.6371	0.1447	1.2114	0.265	0.1763	0.1758	0.0125	0.3476	0.0514	0.1768	0.186	0.0311	0.3733	0.0863	0.1848	0.199	0.043	0.3733	0.0918	0.1766	0.1788	0.0125	0.3733	0.0728
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	aab52f67-6845-4b34-b043-f92256e186a2	PathCellObject		PathAnnotationObject	Polygon	3602.2	14705.8	0.85	16.0387	14.5194	0.9561	1	5.1802	3.8881	36.0862	21.7789	0.956	1	7.7706	5.8326	0.4444	1.0856	1.1151	0.4243	1.468	0.2309	0.3873	0.367	0.108	1.0473	0.1667	0.2939	0.3053	0.108	0.4863	0.1095	0.6939	0.5598	0.108	1.468	0.399	0.156	0.1607	-0.0149	0.2603	0.0447	0.1404	0.1383	0.0041	0.3043	0.0688	0.1521	0.1363	0.024	0.3043	0.0819	0.1473	0.1522	-0.0149	0.3043	0.0599
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	b86901aa-abaf-4b42-ad98-35ad0c2fb272	PathCellObject		PathAnnotationObject	Polygon	3547.5	14749	0.8496	23.9115	17.6457	0.965	1	6.2323	4.9384	53.801	26.4684	0.965	1	9.3502	7.4084	0.4445	0.9744	0.9689	0.5642	1.3825	0.1325	0.6344	0.615	0.1267	1.2284	0.2577	0.5861	0.5307	0.1267	1.2284	0.3241	0.7846	0.8569	0.1267	1.3825	0.2708	0.2224	0.1903	0.1199	0.7019	0.0947	0.2781	0.2533	0.0858	0.8442	0.1205	0.319	0.2747	0.122	0.8442	0.1642	0.2535	0.2139	0.0858	0.8442	0.1132
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	d65c7a73-a0e8-4c44-b2e6-de5ce71e4380	PathCellObject		PathAnnotationObject	Polygon	3656.5	14841.3	0.8491	16.3343	14.8669	0.9287	1	5.6052	3.7307	36.7507	22.3006	0.9286	1	8.4089	5.5956	0.4444	1.1921	1.1877	0.5002	1.6789	0.2553	0.5881	0.5563	0.2295	1.0869	0.189	0.4815	0.4385	0.2295	1.0108	0.1775	0.8579	0.7874	0.2295	1.6789	0.373	0.1885	0.1764	0.0968	0.354	0.0544	0.3352	0.3409	0.1476	0.5123	0.0735	0.3355	0.3517	0.1476	0.482	0.075	0.2697	0.2663	0.0968	0.5123	0.0982
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	13d54d37-0056-4fbd-92c9-328b43334c82	PathCellObject		PathAnnotationObject	Polygon	3535.3	14730.8	0.849	13.4516	13.3399	0.9499	1	4.7815	3.7051	30.2641	20.0095	0.9499	1	7.1716	5.5578	0.4444	1.4351	1.4877	0.5435	2.0286	0.4023	0.6144	0.5774	0.189	1.4791	0.2432	0.5182	0.4538	0.189	1.0574	0.2422	0.9798	0.8572	0.189	2.0286	0.5209	0.113	0.1074	-0.0322	0.3808	0.0548	0.1597	0.1378	-0.017	0.7085	0.1074	0.1885	0.1645	0.0614	0.7085	0.1268	0.1389	0.1252	-0.0322	0.7085	0.0909
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	ff3039da-2612-4387-b2a0-4b0286968efa	PathCellObject		PathAnnotationObject	Polygon	3543.8	14773.1	0.8487	17.6041	15.9011	0.8749	0.9937	6.1627	3.6756	39.863	23.8333	0.8819	1	9.244	5.5131	0.4417	1.0305	1.1087	0.4179	1.4788	0.2528	0.4029	0.3823	0.1705	0.8908	0.1374	0.3149	0.3071	0.1705	0.5635	0.0847	0.6803	0.5457	0.1705	1.4788	0.3688	0.1575	0.1536	0.0498	0.345	0.047	0.1384	0.13	0.0661	0.3411	0.0453	0.1411	0.1347	0.0666	0.2565	0.0469	0.1469	0.1401	0.0498	0.345	0.047
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	81454ddd-a599-402b-acea-340acd84bd5e	PathCellObject		PathAnnotationObject	Polygon	3592.2	14707.6	0.8484	28.6699	19.3332	0.9639	1	6.867	5.3858	64.5033	28.9987	0.9639	1	10.3012	8.0781	0.4445	0.8772	0.9127	0.3664	1.3314	0.1998	0.4157	0.3603	0.1387	0.9682	0.176	0.3156	0.28	0.1387	0.6758	0.1149	0.6219	0.5852	0.1387	1.3314	0.296	0.2178	0.2166	0.0647	0.3945	0.0479	0.2184	0.2126	0.0697	0.5989	0.0693	0.2163	0.2136	0.108	0.5989	0.0733	0.2181	0.2149	0.0647	0.5989	0.0606
PiDGiN1_016_1_1_1_HE_Default setting_28062024.czi - Scene #1	4a7c7d8b-7365-48de-ac3a-a65f7fd100d6	PathCellObject		PathAnnotationObject	Polygon	3733.3	14788.8	0.8479	24.2207	18.0557	0.9336	0.9972	6.5473	4.9876	54.6489	27.058	0.938	1	9.8212	7.4813	0.4432	0.83	0.8237	0.3613	1.3323	0.1843	0.4156	0.398	0.1891	0.9037	0.1319	0.3797	0.3364	0.1974	0.8	0.1341	0.599	0.5539	0.1891	1.3323	0.2591	0.2681	0.2547	0.1188	0.4808	0.0645	0.3416	0.3068	0.1372	0.6411	0.1135	0.3867	0.3467	0.2203	0.6298	0.1153	0.3091	0.2807	0.1188	0.6411	0.1017
