Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Nucleus: Area µm^2	Nucleus: Length µm	Nucleus: Circularity	Nucleus: Solidity	Nucleus: Max diameter µm	Nucleus: Min diameter µm	Cell: Area µm^2	Cell: Length µm	Cell: Circularity	Cell: Solidity	Cell: Max diameter µm	Cell: Min diameter µm	Nucleus/Cell area ratio	Hematoxylin: Nucleus: Mean	Hematoxylin: Nucleus: Median	Hematoxylin: Nucleus: Min	Hematoxylin: Nucleus: Max	Hematoxylin: Nucleus: Std.Dev.	Hematoxylin: Cytoplasm: Mean	Hematoxylin: Cytoplasm: Median	Hematoxylin: Cytoplasm: Min	Hematoxylin: Cytoplasm: Max	Hematoxylin: Cytoplasm: Std.Dev.	Hematoxylin: Membrane: Mean	Hematoxylin: Membrane: Median	Hematoxylin: Membrane: Min	Hematoxylin: Membrane: Max	Hematoxylin: Membrane: Std.Dev.	Hematoxylin: Cell: Mean	Hematoxylin: Cell: Median	Hematoxylin: Cell: Min	Hematoxylin: Cell: Max	Hematoxylin: Cell: Std.Dev.	Eosin: Nucleus: Mean	Eosin: Nucleus: Median	Eosin: Nucleus: Min	Eosin: Nucleus: Max	Eosin: Nucleus: Std.Dev.	Eosin: Cytoplasm: Mean	Eosin: Cytoplasm: Median	Eosin: Cytoplasm: Min	Eosin: Cytoplasm: Max	Eosin: Cytoplasm: Std.Dev.	Eosin: Membrane: Mean	Eosin: Membrane: Median	Eosin: Membrane: Min	Eosin: Membrane: Max	Eosin: Membrane: Std.Dev.	Eosin: Cell: Mean	Eosin: Cell: Median	Eosin: Cell: Min	Eosin: Cell: Max	Eosin: Cell: Std.Dev.
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5246	964.3	0.8324	24.6778	17.9091	0.9669	0.9951	6.1624	5.3556	55.7965	26.8106	0.9754	1	9.2429	8.0335	0.4423	0.5511	0.5468	0.1985	0.9171	0.1809	0.113	0.0928	-0.0017	0.3383	0.0743	0.0628	0.0572	-0.0017	0.1533	0.034	0.3046	0.2166	-0.0017	0.9171	0.2545	0.6333	0.622	0.5228	0.7552	0.0526	0.5655	0.5665	0.4067	0.6828	0.0713	0.5589	0.5654	0.4067	0.6803	0.079	0.5952	0.5996	0.4067	0.7552	0.072
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5161.5	1049.8	0.8313	25.4	18.2283	0.9606	0.9913	6.1498	5.4259	57.6526	27.2075	0.9787	1	9.225	8.1388	0.4405	0.7375	0.8027	0.1824	1.0667	0.2232	0.2008	0.1877	0.012	0.6984	0.1341	0.1411	0.1441	0.012	0.2872	0.0776	0.4375	0.295	0.012	1.0667	0.3211	0.7037	0.7012	0.6307	0.8227	0.0399	0.6855	0.6769	0.5665	0.8132	0.0558	0.6899	0.6832	0.5665	0.8132	0.0606	0.6935	0.6899	0.5665	0.8227	0.0502
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5291	980.97	0.8297	31.4837	20.4562	0.9455	0.9909	7.3678	5.5839	71.4842	30.6037	0.9591	1	11.0517	8.376	0.4404	0.5215	0.5279	0.218	0.8466	0.1442	0.1446	0.1228	0.0312	0.5323	0.078	0.1069	0.0876	0.0312	0.2697	0.0553	0.3142	0.2479	0.0312	0.8466	0.2189	0.6456	0.6472	0.562	0.715	0.0269	0.6148	0.6176	0.4948	0.724	0.0545	0.6121	0.6148	0.5044	0.7048	0.0567	0.6287	0.6385	0.4948	0.724	0.0468
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5162.2	916.88	0.8283	24.6097	17.9757	0.9571	0.9939	6.2865	5.1096	55.7136	26.8736	0.9694	1	9.4299	7.6639	0.4417	0.4631	0.473	0.288	0.5906	0.0628	0.2192	0.1887	0.0728	0.4744	0.1032	0.1738	0.1385	0.0728	0.4744	0.1031	0.3258	0.3425	0.0728	0.5906	0.1496	0.7658	0.7674	0.6868	0.8604	0.037	0.7365	0.7298	0.6111	0.8746	0.0483	0.7316	0.7265	0.6111	0.8746	0.0554	0.7493	0.7498	0.6111	0.8746	0.046
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5308.9	1063.6	0.8282	29.4725	20.0181	0.9242	0.9899	7.375	5.2143	66.9912	29.8807	0.9429	1	11.062	7.8218	0.4399	0.5791	0.596	0.1423	0.9282	0.1691	0.1303	0.1069	-0.0217	0.4526	0.0853	0.091	0.0767	-0.0217	0.2777	0.0647	0.3232	0.2195	-0.0217	0.9282	0.2567	0.7248	0.7201	0.5113	0.8785	0.0743	0.6174	0.6206	0.4681	0.7325	0.0567	0.6212	0.6329	0.4804	0.705	0.0548	0.6635	0.6545	0.4681	0.8785	0.0838
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5265.7	951.45	0.8271	34.5901	21.2253	0.9648	0.9927	7.2178	6.2258	78.3976	31.7464	0.9775	1	10.8276	9.3385	0.4412	0.5765	0.5902	0.2173	0.8373	0.1308	0.2522	0.255	-0.0327	0.5731	0.152	0.2096	0.1994	-0.0327	0.5731	0.1824	0.396	0.4024	-0.0327	0.8373	0.2154	0.6088	0.6097	0.452	0.7821	0.0602	0.6463	0.6576	0.4372	0.8081	0.0844	0.6445	0.6478	0.4372	0.8081	0.0947	0.6297	0.629	0.4372	0.8081	0.0768
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5160.4	910.69	0.8265	22.543	17.2033	0.9572	0.9931	5.8997	5.0094	51.0767	25.7097	0.971	1	8.8496	7.5145	0.4414	0.4681	0.4766	0.2105	0.6213	0.0788	0.236	0.242	0.006	0.5236	0.1334	0.186	0.1863	0.006	0.5032	0.1236	0.3368	0.368	0.006	0.6213	0.1613	0.8299	0.8214	0.6951	1.0315	0.0834	0.7457	0.7419	0.6676	0.8482	0.0435	0.7426	0.7405	0.6724	0.8227	0.0396	0.7823	0.7679	0.6676	1.0315	0.0763
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5169.2	1031.4	0.8251	28.4134	19.2484	0.9637	0.995	6.6681	5.4277	64.2494	28.8194	0.9721	1	10.0022	8.1413	0.4422	0.7074	0.7131	0.3459	1.0247	0.1619	0.2297	0.1891	0.0392	0.9042	0.1401	0.2051	0.1452	0.0392	0.9042	0.1933	0.442	0.3675	0.0392	1.0247	0.2811	0.7567	0.7599	0.5917	0.9425	0.0492	0.6667	0.6562	0.4455	1.223	0.112	0.6641	0.6272	0.4455	1.223	0.1529	0.7067	0.7271	0.4455	1.223	0.1001
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5133.9	935.12	0.8242	21.2963	16.7298	0.9562	0.9914	5.6839	4.9705	48.328	24.9963	0.972	1	8.5258	7.4556	0.4406	0.5805	0.6017	0.2246	0.779	0.1202	0.1673	0.1334	0.0469	0.5198	0.0989	0.1079	0.1044	0.0469	0.2163	0.0414	0.353	0.288	0.0469	0.779	0.2329	0.856	0.8422	0.7046	1.0243	0.0723	0.7409	0.7436	0.6219	0.9433	0.0587	0.7337	0.736	0.6219	0.9263	0.0668	0.7926	0.7852	0.6219	1.0243	0.0867
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5282.8	1021.6	0.8223	33.8604	21.2971	0.9381	0.992	7.6972	5.6063	76.8045	31.8858	0.9493	1	11.5457	8.4098	0.4409	0.6426	0.6643	0.2781	0.9555	0.1028	0.2678	0.2584	0.0189	0.5805	0.1175	0.2004	0.1924	0.0189	0.435	0.0996	0.4337	0.4206	0.0189	0.9555	0.217	0.7993	0.8012	0.6326	0.9741	0.0743	0.6653	0.66	0.5333	0.8496	0.0628	0.6481	0.6442	0.5333	0.8168	0.0649	0.7246	0.7047	0.5333	0.9741	0.0953
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5270.7	960.29	0.8221	28.9362	19.2852	0.9777	0.9955	6.3391	5.8961	65.4024	28.892	0.9846	1	9.5088	8.8439	0.4424	0.5267	0.5224	0.2587	0.8051	0.1401	0.1798	0.1666	0.0263	0.4742	0.081	0.1239	0.1258	0.0263	0.1984	0.0439	0.3273	0.2598	0.0263	0.8051	0.2039	0.6871	0.7032	0.5286	0.7619	0.0565	0.5835	0.5852	0.3176	0.772	0.1135	0.5624	0.5846	0.3176	0.772	0.1343	0.6276	0.653	0.3176	0.772	0.1066
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5263	1120.3	0.8218	33.288	20.6837	0.9778	0.9968	6.8885	6.1724	75.1427	30.9886	0.9833	1	10.3326	9.2591	0.443	0.5836	0.6141	0.2073	0.8566	0.1421	0.2816	0.2079	0.0377	0.9042	0.2173	0.2053	0.1061	0.0377	0.8129	0.2143	0.4162	0.4105	0.0377	0.9042	0.2402	0.5904	0.5876	0.5227	0.6795	0.0315	0.5887	0.588	0.4961	0.6714	0.0348	0.5802	0.5805	0.4961	0.6714	0.0407	0.5895	0.5877	0.4961	0.6795	0.0333
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5330.9	1127.6	0.8211	29.1381	19.7214	0.9414	0.9906	7.0559	5.3513	66.1827	29.4499	0.9589	1	10.5843	8.0269	0.4403	0.8029	0.7849	0.2687	1.2191	0.214	0.3355	0.3176	0.0684	0.7693	0.1673	0.2785	0.1872	0.0684	0.7693	0.1948	0.5385	0.5137	0.0684	1.2191	0.2991	0.722	0.7262	0.5989	0.8648	0.051	0.6849	0.7026	0.5039	0.7855	0.0576	0.6791	0.695	0.5124	0.7577	0.0547	0.701	0.7123	0.5039	0.8648	0.0578
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5299.9	1075.1	0.8206	26.4274	18.5216	0.9681	0.9946	6.4884	5.4043	59.7842	27.7504	0.9756	1	9.7327	8.1066	0.442	0.467	0.4903	0.226	0.5689	0.07	0.2199	0.2016	0.0801	0.4526	0.0803	0.1649	0.1643	0.0801	0.275	0.0485	0.3276	0.3118	0.0801	0.5689	0.1443	0.6678	0.6708	0.5497	0.7751	0.0553	0.6176	0.6264	0.4737	0.7145	0.0572	0.6081	0.621	0.4737	0.7109	0.0598	0.6395	0.6461	0.4737	0.7751	0.0616
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5308	1107.7	0.8198	21.3802	16.9452	0.9357	0.9885	5.9326	4.7003	48.6633	25.2831	0.9566	1	8.8987	7.0505	0.4393	0.689	0.7388	0.2365	0.9576	0.1838	0.326	0.264	0.1112	0.7247	0.1693	0.2837	0.2306	0.1112	0.6387	0.1533	0.4853	0.4752	0.1112	0.9576	0.2517	0.6624	0.6693	0.5435	0.7427	0.0392	0.6207	0.629	0.4735	0.7282	0.0601	0.6183	0.6275	0.4882	0.7282	0.0628	0.639	0.6541	0.4735	0.7427	0.0559
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5215.6	1075.7	0.817	25.105	18.0445	0.9689	0.9942	6.0895	5.4037	56.8155	27.0093	0.9787	1	9.1338	8.1061	0.4419	0.6777	0.7014	0.1549	0.9988	0.204	0.1623	0.112	0.0176	0.6397	0.1339	0.112	0.0673	0.0176	0.6397	0.14	0.3902	0.3217	0.0176	0.9988	0.3067	0.6942	0.6885	0.6016	0.8062	0.0532	0.6308	0.6295	0.4913	0.7679	0.0489	0.6275	0.6282	0.4946	0.7679	0.0568	0.6588	0.6494	0.4913	0.8062	0.0598
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5215.5	943.52	0.8164	24.3783	17.7233	0.9753	0.997	6.0301	5.1152	55.0142	26.5583	0.9801	1	9.0447	7.6718	0.4431	0.583	0.5657	0.186	1.0385	0.2079	0.1604	0.1216	0.0271	0.4383	0.1092	0.1183	0.066	0.0271	0.4383	0.1145	0.3487	0.2945	0.0271	1.0385	0.2646	0.6806	0.6783	0.6081	0.7841	0.0417	0.6335	0.6297	0.5482	0.7326	0.0337	0.6345	0.6319	0.5482	0.7233	0.0394	0.6545	0.6473	0.5482	0.7841	0.0441
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5316	936.49	0.816	33.4064	21.0637	0.9462	0.9945	7.6936	5.7919	75.5842	31.5453	0.9545	1	11.5408	8.6877	0.442	0.3294	0.3311	0.1269	0.4414	0.0646	0.1304	0.1276	-0.0206	0.322	0.0773	0.0931	0.0858	-0.0206	0.2464	0.0711	0.2168	0.2202	-0.0206	0.4414	0.1222	0.6139	0.6035	0.4198	0.7607	0.0625	0.5782	0.5779	0.3793	0.7507	0.0835	0.5727	0.5692	0.3793	0.7507	0.0927	0.5937	0.5977	0.3793	0.7607	0.0771
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5230	1009.7	0.8144	27.8405	19.1077	0.9582	0.9979	6.7702	5.2068	62.7764	28.6473	0.9613	1	10.1554	7.8095	0.4435	0.4655	0.4771	0.1571	0.6743	0.1189	0.1162	0.0958	0.0214	0.373	0.0678	0.0686	0.068	0.0214	0.16	0.0251	0.2718	0.1994	0.0214	0.6743	0.1976	0.6757	0.6666	0.5369	0.8339	0.0645	0.5924	0.5998	0.457	0.709	0.0579	0.5847	0.5845	0.457	0.6825	0.0638	0.6295	0.6362	0.457	0.8339	0.0736
2022_01_17__40x_shading area verplaatst_onionskinadapted5 density 0.05_hg28_coarse 10x-002.czi	PathCellObject		PathAnnotationObject	Polygon	5200	934.69	0.8144	31.7924	21.1495	0.8932	0.9919	7.9458	5.2741	72.1149	31.6288	0.9059	1	11.9191	7.9112	0.4409	0.487	0.4764	0.2872	0.7124	0.1051	0.1623	0.1438	0.0039	0.4059	0.0946	0.1009	0.0853	0.0039	0.2655	0.0649	0.3051	0.2859	0.0039	0.7124	0.1894	0.7491	0.7618	0.6023	0.8696	0.0644	0.6279	0.616	0.5305	0.7802	0.0561	0.6149	0.6078	0.5319	0.739	0.0494	0.6812	0.6641	0.5305	0.8696	0.0849
